n,Resultado,Tempo_Relogio(ms),Tempo_CPU_Usuario(ms),Tempo_CPU_Sistema(ms)
1524,Iteracao 1524,0.002006,0.0018,0.0018
1525,Iteracao 1525,0.025335,0.0235,0.0236
1526,Iteracao 1526,0.001931,0.0018,0.0017
1527,Iteracao 1527,0.018408,0.0171,0.0172
1528,Iteracao 1528,0.001694,0.0015,0.0014
1529,Iteracao 1529,0.007736,0.0072,0.0073
1530,Iteracao 1530,0.001867,0.0017,0.0017
1531,Iteracao 1531,0.019173,0.0179,0.0178
1532,Iteracao 1532,0.001835,0.0017,0.0017
1533,Iteracao 1533,0.019217,0.0179,0.0179
1534,Iteracao 1534,0.001759,0.0016,0.0015
1535,Iteracao 1535,0.004446,0.0041,0.0041
1536,Iteracao 1536,0.001812,0.0016,0.0017
1537,Iteracao 1537,0.027018,0.0251,0.0252
1538,Iteracao 1538,0.007489,0.0069,0.007
1539,Iteracao 1539,0.014793,0.0137,0.0138
1540,Iteracao 1540,0.001823,0.0017,0.0016
1541,Iteracao 1541,0.001985,0.0018,0.0018
1542,Iteracao 1542,0.008232,0.0077,0.0077
1543,Iteracao 1543,0.002968,0.0027,0.0027
1544,Iteracao 1544,0.006992,0.0065,0.0064
1545,Iteracao 1545,0.001823,0.0017,0.0017
1546,Iteracao 1546,0.025227,0.0235,0.0235
1547,Iteracao 1547,0.007164,0.0067,0.0066
1548,Iteracao 1548,0.003021,0.0028,0.0027
1549,Iteracao 1549,0.002514,0.0023,0.0023
1550,Iteracao 1550,0.013336,0.0124,0.0125
1551,Iteracao 1551,0.002061,0.0019,0.0019
1552,Iteracao 1552,0.00219,0.002,0.0019
1553,Iteracao 1553,0.00178,0.0016,0.0016
1554,Iteracao 1554,0.019239,0.0179,0.018
1555,Iteracao 1555,0.002083,0.0019,0.0018
1556,Iteracao 1556,0.002946,0.0027,0.0027
1557,Iteracao 1557,0.012301,0.0114,0.0115
1558,Iteracao 1558,0.005718,0.0053,0.0052
1559,Iteracao 1559,0.005719,0.0053,0.0054
1560,Iteracao 1560,0.004014,0.0037,0.0036
1561,Iteracao 1561,0.002148,0.002,0.0019
1562,Iteracao 1562,0.00396,0.0034,0.0039
1563,Iteracao 1563,0.003981,0.0037,0.0036
1564,Iteracao 1564,0.016067,0.0149,0.015
1565,Iteracao 1565,0.005989,0.0055,0.0055
1566,Iteracao 1566,0.002719,0.0025,0.0025
1567,Iteracao 1567,0.0026,0.0023,0.0023
1568,Iteracao 1568,0.002719,0.0024,0.0025
1569,Iteracao 1569,0.009484,0.0088,0.0089
1570,Iteracao 1570,0.002255,0.0021,0.0021
1571,Iteracao 1571,0.003744,0.0035,0.0029
1572,Iteracao 1572,0.002384,0.0022,0.0021
1573,Iteracao 1573,0.003884,0.0036,0.0037
1574,Iteracao 1574,0.010531,0.0098,0.0099
1575,Iteracao 1575,0.00969,0.0091,0.009
1576,Iteracao 1576,0.004434,0.0041,0.004
1577,Iteracao 1577,0.002438,0.0022,0.0024
1578,Iteracao 1578,0.021321,0.0199,0.0199
1579,Iteracao 1579,0.004068,0.0038,0.0037
1580,Iteracao 1580,0.002557,0.0023,0.0024
1581,Iteracao 1581,0.002417,0.0022,0.0022
1582,Iteracao 1582,0.003043,0.0028,0.0038
1583,Iteracao 1583,0.014545,0.0137,0.0142
1584,Iteracao 1584,0.002244,0.002,0.0021
1585,Iteracao 1585,0.009948,0.0091,0.0087
1586,Iteracao 1586,0.003398,0.0031,0.0031
1587,Iteracao 1587,0.002913,0.0026,0.0027
1588,Iteracao 1588,0.002913,0.0027,0.003
1589,Iteracao 1589,0.002762,0.0025,0.0025
1590,Iteracao 1590,0.011567,0.01,0.0098
1591,Iteracao 1591,0.002363,0.0021,0.0022
1592,Iteracao 1592,0.002697,0.0025,0.0024
1593,Iteracao 1593,0.010488,0.0097,0.0098
1594,Iteracao 1594,0.002536,0.0023,0.0023
1595,Iteracao 1595,0.002805,0.0025,0.0025
1596,Iteracao 1596,0.002762,0.0026,0.0025
1597,Iteracao 1597,0.002913,0.0026,0.0027
1598,Iteracao 1598,0.002255,0.002,0.002
1599,Iteracao 1599,0.002331,0.0022,0.0021
1600,Iteracao 1600,0.013423,0.0125,0.0125
1601,Iteracao 1601,0.003162,0.003,0.003
1602,Iteracao 1602,0.002255,0.002,0.002
1603,Iteracao 1603,0.003086,0.0028,0.0029
1604,Iteracao 1604,0.00246,0.0023,0.0022
1605,Iteracao 1605,0.011254,0.0105,0.0106
1606,Iteracao 1606,0.002892,0.0026,0.0026
1607,Iteracao 1607,0.00342,0.0032,0.0031
1608,Iteracao 1608,0.002784,0.0025,0.0025
1609,Iteracao 1609,0.002709,0.0026,0.0027
1610,Iteracao 1610,0.012505,0.0117,0.0118
1611,Iteracao 1611,0.00314,0.0028,0.0028
1612,Iteracao 1612,0.002999,0.0028,0.0025
1613,Iteracao 1613,0.011772,0.0109,0.0109
1614,Iteracao 1614,0.00219,0.002,0.002
1615,Iteracao 1615,0.010024,0.0094,0.0095
1616,Iteracao 1616,0.00341,0.0032,0.0032
1617,Iteracao 1617,0.002503,0.0023,0.0023
1618,Iteracao 1618,0.002309,0.0021,0.0021
1619,Iteracao 1619,0.003906,0.0036,0.0037
1620,Iteracao 1620,0.0116,0.0109,0.0109
1621,Iteracao 1621,0.009182,0.0085,0.0086
1622,Iteracao 1622,0.01134,0.0105,0.0101
1623,Iteracao 1623,0.004683,0.0043,0.0042
1624,Iteracao 1624,0.002168,0.002,0.002
1625,Iteracao 1625,0.005169,0.0048,0.0047
1626,Iteracao 1626,0.017372,0.0155,0.015
1627,Iteracao 1627,0.002137,0.0019,0.0018
1628,Iteracao 1628,0.002104,0.0019,0.0019
1629,Iteracao 1629,0.003874,0.0036,0.0036
1630,Iteracao 1630,0.008373,0.0078,0.0078
1631,Iteracao 1631,0.008081,0.0075,0.0075
1632,Iteracao 1632,0.002039,0.0018,0.0019
1633,Iteracao 1633,0.00177,0.0016,0.0016
1634,Iteracao 1634,0.007597,0.0071,0.0071
1635,Iteracao 1635,0.001737,0.0017,0.0016
1636,Iteracao 1636,0.007208,0.0067,0.0067
1637,Iteracao 1637,0.002687,0.0024,0.0025
1638,Iteracao 1638,0.003345,0.003,0.0031
1639,Iteracao 1639,0.001694,0.0015,0.0015
1640,Iteracao 1640,0.007563,0.007,0.0071
1641,Iteracao 1641,0.001921,0.0018,0.0018
1642,Iteracao 1642,0.002417,0.0022,0.0022
1643,Iteracao 1643,0.007283,0.0068,0.0068
1644,Iteracao 1644,0.010121,0.0094,0.0095
1645,Iteracao 1645,0.002859,0.0027,0.0026
1646,Iteracao 1646,0.003355,0.0031,0.0031
1647,Iteracao 1647,0.0019,0.0017,0.0017
1648,Iteracao 1648,0.003409,0.0032,0.0031
1649,Iteracao 1649,0.002018,0.0019,0.0018
1650,Iteracao 1650,0.001737,0.0016,0.0015
1651,Iteracao 1651,0.014793,0.0139,0.0141
1652,Iteracao 1652,0.00273,0.0025,0.0025
1653,Iteracao 1653,0.002676,0.0025,0.0024
1654,Iteracao 1654,0.017242,0.016,0.0158
1655,Iteracao 1655,0.001845,0.0017,0.0017
1656,Iteracao 1656,0.003604,0.0034,0.0033
1657,Iteracao 1657,0.007315,0.0068,0.0069
1658,Iteracao 1658,0.007111,0.0066,0.0066
1659,Iteracao 1659,0.001802,0.0016,0.0016
1660,Iteracao 1660,0.003096,0.0029,0.0028
1661,Iteracao 1661,0.007111,0.0067,0.0066
1662,Iteracao 1662,0.002266,0.0021,0.002
1663,Iteracao 1663,0.006247,0.0058,0.0057
1664,Iteracao 1664,0.001942,0.0017,0.0018
1665,Iteracao 1665,0.018883,0.0176,0.0176
1666,Iteracao 1666,0.008675,0.0082,0.0081
1667,Iteracao 1667,0.001801,0.0017,0.0016
1668,Iteracao 1668,0.013671,0.0127,0.0128
1669,Iteracao 1669,0.001792,0.0017,0.0016
1670,Iteracao 1670,0.002611,0.0024,0.0024
1671,Iteracao 1671,0.005158,0.0047,0.0048
1672,Iteracao 1672,0.001931,0.0017,0.0018
1673,Iteracao 1673,0.001823,0.0017,0.0016
1674,Iteracao 1674,0.02377,0.0223,0.0225
1675,Iteracao 1675,0.002794,0.0026,0.0024
1676,Iteracao 1676,0.009387,0.0087,0.0332
1677,Iteracao 1677,0.00273,0.0022,0.0019
1678,Iteracao 1678,0.004726,0.0044,0.0043
1679,Iteracao 1679,0.001802,0.0016,0.0016
1680,Iteracao 1680,0.002115,0.0019,0.0018
1681,Iteracao 1681,0.014124,0.0132,0.0131
1682,Iteracao 1682,0.001834,0.0017,0.0016
1683,Iteracao 1683,0.002309,0.0021,0.0021
1684,Iteracao 1684,0.00178,0.0017,0.0016
1685,Iteracao 1685,0.003356,0.0031,0.0031
1686,Iteracao 1686,0.001813,0.0016,0.0017
1687,Iteracao 1687,0.001758,0.0017,0.0016
1688,Iteracao 1688,0.001812,0.0017,0.0016
1689,Iteracao 1689,0.001748,0.0016,0.0016
1690,Iteracao 1690,0.002698,0.0025,0.0024
1691,Iteracao 1691,0.00204,0.0019,0.0018
1692,Iteracao 1692,0.002309,0.0021,0.0021
1693,Iteracao 1693,0.004446,0.0041,0.0041
1694,Iteracao 1694,0.012829,0.0119,0.012
1695,Iteracao 1695,0.013434,0.0125,0.0125
1696,Iteracao 1696,0.001975,0.0018,0.0018
1697,Iteracao 1697,0.002697,0.0024,0.0025
1698,Iteracao 1698,0.002083,0.002,0.0019
1699,Iteracao 1699,0.001856,0.0017,0.0017
1700,Iteracao 1700,0.001866,0.0017,0.0017
1701,Iteracao 1701,0.00328,0.0031,0.003
1702,Iteracao 1702,0.001673,0.0015,0.0015
1703,Iteracao 1703,0.002989,0.0028,0.0027
1704,Iteracao 1704,0.007553,0.0071,0.007
1705,Iteracao 1705,0.008481,0.0078,0.0079
1706,Iteracao 1706,0.018753,0.0175,0.0175
1707,Iteracao 1707,0.002039,0.0019,0.0018
1708,Iteracao 1708,0.001834,0.0016,0.0016
1709,Iteracao 1709,0.008157,0.0076,0.0076
1710,Iteracao 1710,0.00177,0.0016,0.0016
1711,Iteracao 1711,0.001683,0.0015,0.0015
1712,Iteracao 1712,0.013822,0.0128,0.0129
1713,Iteracao 1713,0.001738,0.0016,0.0015
1714,Iteracao 1714,0.002212,0.002,0.002
1715,Iteracao 1715,0.00697,0.0065,0.0065
1716,Iteracao 1716,0.003895,0.0035,0.0036
1717,Iteracao 1717,0.007046,0.0065,0.0066
1718,Iteracao 1718,0.010725,0.01,0.01
1719,Iteracao 1719,0.001888,0.0017,0.0017
1720,Iteracao 1720,0.002579,0.0024,0.0023
1721,Iteracao 1721,0.004143,0.0038,0.0039
1722,Iteracao 1722,0.00163,0.0015,0.0014
1723,Iteracao 1723,0.00369,0.0034,0.0034
1724,Iteracao 1724,0.001996,0.0019,0.0018
1725,Iteracao 1725,0.009031,0.0084,0.0085
1726,Iteracao 1726,0.001845,0.0017,0.0016
1727,Iteracao 1727,0.00247,0.0022,0.0023
1728,Iteracao 1728,0.002579,0.0024,0.0023
1729,Iteracao 1729,0.001705,0.0016,0.0015
1730,Iteracao 1730,0.008028,0.0075,0.0074
1731,Iteracao 1731,0.015052,0.014,0.014
1732,Iteracao 1732,0.006809,0.0063,0.0063
1733,Iteracao 1733,0.002525,0.0024,0.0023
1734,Iteracao 1734,0.001942,0.0018,0.0018
1735,Iteracao 1735,0.002018,0.0018,0.0019
1736,Iteracao 1736,0.007456,0.007,0.007
1737,Iteracao 1737,0.00177,0.0017,0.0016
1738,Iteracao 1738,0.002223,0.002,0.0021
1739,Iteracao 1739,0.002147,0.002,0.002
1740,Iteracao 1740,0.007283,0.0068,0.0068
1741,Iteracao 1741,0.003971,0.0037,0.0036
1742,Iteracao 1742,0.001834,0.0017,0.0016
1743,Iteracao 1743,0.003323,0.0031,0.003
1744,Iteracao 1744,0.001748,0.0016,0.0016
1745,Iteracao 1745,0.007035,0.0065,0.0066
1746,Iteracao 1746,0.003161,0.0029,0.0029
1747,Iteracao 1747,0.007067,0.0066,0.0066
1748,Iteracao 1748,0.006183,0.0057,0.0056
1749,Iteracao 1749,0.002277,0.0021,0.0021
1750,Iteracao 1750,0.019562,0.0182,0.0183
1751,Iteracao 1751,0.00697,0.0065,0.0064
1752,Iteracao 1752,0.008341,0.0078,0.0077
1753,Iteracao 1753,0.006765,0.0063,0.0064
1754,Iteracao 1754,0.00165,0.0015,0.0014
1755,Iteracao 1755,0.013229,0.0123,0.0124
1756,Iteracao 1756,0.002276,0.0021,0.0021
1757,Iteracao 1757,0.006819,0.0063,0.0063
1758,Iteracao 1758,0.02527,0.0235,0.0237
1759,Iteracao 1759,0.018246,0.0169,0.017
1760,Iteracao 1760,0.001856,0.0017,0.0016
1761,Iteracao 1761,0.002848,0.0026,0.0026
1762,Iteracao 1762,0.019055,0.0178,0.0178
1763,Iteracao 1763,0.006992,0.0065,0.0065
1764,Iteracao 1764,0.007499,0.0069,0.007
1765,Iteracao 1765,0.006862,0.0064,0.0064
1766,Iteracao 1766,0.004186,0.0039,0.0038
1767,Iteracao 1767,0.006981,0.0065,0.0066
1768,Iteracao 1768,0.005524,0.0051,0.005
1769,Iteracao 1769,0.002601,0.0025,0.0025
1770,Iteracao 1770,0.003032,0.0028,0.0028
1771,Iteracao 1771,0.007402,0.0069,0.0069
1772,Iteracao 1772,0.007402,0.0069,0.0069
1773,Iteracao 1773,0.00301,0.0028,0.0028
1774,Iteracao 1774,0.00219,0.002,0.002
1775,Iteracao 1775,0.001996,0.0019,0.0018
1776,Iteracao 1776,0.001683,0.0016,0.0015
1777,Iteracao 1777,0.007305,0.0068,0.0068
1778,Iteracao 1778,0.00382,0.0035,0.0035
1779,Iteracao 1779,0.001953,0.0017,0.0018
1780,Iteracao 1780,0.014416,0.0134,0.0134
1781,Iteracao 1781,0.007122,0.0066,0.0067
1782,Iteracao 1782,0.001921,0.0018,0.0017
1783,Iteracao 1783,0.003302,0.003,0.0031
1784,Iteracao 1784,0.002406,0.0023,0.0022
1785,Iteracao 1785,0.009032,0.0084,0.0085
1786,Iteracao 1786,0.002028,0.0019,0.0018
1787,Iteracao 1787,0.00191,0.0018,0.0017
1788,Iteracao 1788,0.002579,0.0024,0.0024
1789,Iteracao 1789,0.00177,0.0016,0.0016
1790,Iteracao 1790,0.006107,0.0057,0.0056
1791,Iteracao 1791,0.001899,0.0018,0.0018
1792,Iteracao 1792,0.013509,0.0126,0.0127
1793,Iteracao 1793,0.007036,0.0065,0.0065
1794,Iteracao 1794,0.003334,0.0031,0.003
1795,Iteracao 1795,0.001932,0.0018,0.0017
1796,Iteracao 1796,0.007575,0.0071,0.007
1797,Iteracao 1797,0.008384,0.0078,0.0078
1798,Iteracao 1798,0.002762,0.0025,0.0025
1799,Iteracao 1799,0.004813,0.0044,0.0045
1800,Iteracao 1800,0.024051,0.0224,0.0224
1801,Iteracao 1801,0.002169,0.002,0.0019
1802,Iteracao 1802,0.001986,0.0019,0.0018
1803,Iteracao 1803,0.003032,0.0028,0.0027
1804,Iteracao 1804,0.007499,0.007,0.0071
1805,Iteracao 1805,0.001781,0.0016,0.0015
1806,Iteracao 1806,0.001878,0.0017,0.0018
1807,Iteracao 1807,0.008448,0.0079,0.0079
1808,Iteracao 1808,0.002319,0.0021,0.0021
1809,Iteracao 1809,0.003075,0.0028,0.0029
1810,Iteracao 1810,0.003486,0.0033,0.0032
1811,Iteracao 1811,0.003625,0.0034,0.0033
1812,Iteracao 1812,0.00192,0.0018,0.0017
1813,Iteracao 1813,0.002557,0.0023,0.0024
1814,Iteracao 1814,0.00178,0.0016,0.0017
1815,Iteracao 1815,0.001834,0.0016,0.0017
1816,Iteracao 1816,0.006894,0.0064,0.0064
1817,Iteracao 1817,0.00683,0.0064,0.0063
1818,Iteracao 1818,0.003129,0.0029,0.0029
1819,Iteracao 1819,0.001704,0.0016,0.0015
1820,Iteracao 1820,0.007196,0.0067,0.0067
1821,Iteracao 1821,0.003604,0.0033,0.0033
1822,Iteracao 1822,0.004154,0.0038,0.0039
1823,Iteracao 1823,0.003842,0.0026,0.0022
1824,Iteracao 1824,0.002417,0.0022,0.0022
1825,Iteracao 1825,0.001813,0.0016,0.0016
1826,Iteracao 1826,0.001683,0.0015,0.0015
1827,Iteracao 1827,0.002158,0.002,0.0019
1828,Iteracao 1828,0.001791,0.0016,0.0016
1829,Iteracao 1829,0.003625,0.0034,0.0033
1830,Iteracao 1830,0.001726,0.0016,0.0016
1831,Iteracao 1831,0.001823,0.0017,0.0016
1832,Iteracao 1832,0.002946,0.0028,0.0027
1833,Iteracao 1833,0.002093,0.0019,0.0019
1834,Iteracao 1834,0.002018,0.0019,0.0019
1835,Iteracao 1835,0.001802,0.0016,0.0017
1836,Iteracao 1836,0.012624,0.0117,0.0118
1837,Iteracao 1837,0.002589,0.0023,0.0024
1838,Iteracao 1838,0.008049,0.0075,0.0075
1839,Iteracao 1839,0.001791,0.0016,0.0016
1840,Iteracao 1840,0.00206,0.0019,0.0018
1841,Iteracao 1841,0.00205,0.0019,0.0019
1842,Iteracao 1842,0.002061,0.0019,0.0018
1843,Iteracao 1843,0.007078,0.0066,0.0066
1844,Iteracao 1844,0.003291,0.003,0.003
1845,Iteracao 1845,0.012732,0.0118,0.0119
1846,Iteracao 1846,0.003981,0.0037,0.0037
1847,Iteracao 1847,0.003237,0.003,0.003
1848,Iteracao 1848,0.007057,0.0066,0.0066
1849,Iteracao 1849,0.006765,0.0063,0.0063
1850,Iteracao 1850,0.006754,0.0063,0.0063
1851,Iteracao 1851,0.002762,0.0026,0.0025
1852,Iteracao 1852,0.007186,0.0067,0.0067
1853,Iteracao 1853,0.001942,0.0018,0.0018
1854,Iteracao 1854,0.001748,0.0016,0.0015
1855,Iteracao 1855,0.00259,0.0024,0.0024
1856,Iteracao 1856,0.002126,0.002,0.0019
1857,Iteracao 1857,0.001943,0.0018,0.0017
1858,Iteracao 1858,0.006948,0.0065,0.0065
1859,Iteracao 1859,0.006776,0.0063,0.0063
1860,Iteracao 1860,0.002913,0.0027,0.0027
1861,Iteracao 1861,0.006819,0.0063,0.0064
1862,Iteracao 1862,0.001953,0.0018,0.0018
1863,Iteracao 1863,0.00273,0.0026,0.0025
1864,Iteracao 1864,0.007045,0.0066,0.0066
1865,Iteracao 1865,0.001921,0.0018,0.0017
1866,Iteracao 1866,0.002665,0.0025,0.0024
1867,Iteracao 1867,0.001985,0.0019,0.0018
1868,Iteracao 1868,0.001931,0.0018,0.0018
1869,Iteracao 1869,0.007704,0.0072,0.0072
1870,Iteracao 1870,0.012257,0.0114,0.0114
1871,Iteracao 1871,0.001986,0.0018,0.0018
1872,Iteracao 1872,0.001694,0.0016,0.0015
1873,Iteracao 1873,0.006938,0.0065,0.0065
1874,Iteracao 1874,0.00492,0.0045,0.0045
1875,Iteracao 1875,0.006905,0.0065,0.0064
1876,Iteracao 1876,0.001802,0.0016,0.0017
1877,Iteracao 1877,0.02444,0.0227,0.0227
1878,Iteracao 1878,0.003064,0.0028,0.0028
1879,Iteracao 1879,0.001823,0.0017,0.0016
1880,Iteracao 1880,0.008351,0.0078,0.0078
1881,Iteracao 1881,0.006906,0.0064,0.0064
1882,Iteracao 1882,0.002309,0.0021,0.0021
1883,Iteracao 1883,0.004251,0.0039,0.0039
1884,Iteracao 1884,0.014146,0.0131,0.0132
1885,Iteracao 1885,0.006841,0.0063,0.0064
1886,Iteracao 1886,0.002503,0.0023,0.0023
1887,Iteracao 1887,0.001823,0.0017,0.0016
1888,Iteracao 1888,0.002654,0.0024,0.0024
1889,Iteracao 1889,0.002935,0.0028,0.0027
1890,Iteracao 1890,0.007736,0.0072,0.0073
1891,Iteracao 1891,0.001705,0.0016,0.0015
1892,Iteracao 1892,0.00287,0.0027,0.0026
1893,Iteracao 1893,0.002773,0.0026,0.0025
1894,Iteracao 1894,0.001835,0.0017,0.0017
1895,Iteracao 1895,0.002449,0.0023,0.0022
1896,Iteracao 1896,0.00192,0.0017,0.0018
1897,Iteracao 1897,0.001964,0.0018,0.0018
1898,Iteracao 1898,0.001835,0.0017,0.0016
1899,Iteracao 1899,0.001781,0.0016,0.0016
1900,Iteracao 1900,0.002676,0.0025,0.0024
1901,Iteracao 1901,0.002007,0.0019,0.0018
1902,Iteracao 1902,0.0071,0.0066,0.0066
1903,Iteracao 1903,0.01243,0.0116,0.0115
1904,Iteracao 1904,0.001716,0.0016,0.0015
1905,Iteracao 1905,0.001909,0.0017,0.0018
1906,Iteracao 1906,0.019994,0.0186,0.0187
1907,Iteracao 1907,0.001996,0.0018,0.0018
1908,Iteracao 1908,0.014221,0.0132,0.0133
1909,Iteracao 1909,0.002234,0.002,0.002
1910,Iteracao 1910,0.018397,0.0171,0.0172
1911,Iteracao 1911,0.007219,0.0067,0.0067
1912,Iteracao 1912,0.001878,0.0017,0.0017
1913,Iteracao 1913,0.003475,0.0032,0.0031
1914,Iteracao 1914,0.060327,0.0563,0.0176
1915,Iteracao 1915,0.002233,0.002,0.0019
1916,Iteracao 1916,0.001942,0.0018,0.0017
1917,Iteracao 1917,0.021774,0.0203,0.0203
1918,Iteracao 1918,0.00696,0.0065,0.0065
1919,Iteracao 1919,0.008503,0.0079,0.008
1920,Iteracao 1920,0.001672,0.0015,0.0015
1921,Iteracao 1921,0.014178,0.0132,0.0133
1922,Iteracao 1922,0.001823,0.0016,0.0017
1923,Iteracao 1923,0.008297,0.0077,0.0078
1924,Iteracao 1924,0.007736,0.0072,0.0072
1925,Iteracao 1925,0.005093,0.0047,0.0047
1926,Iteracao 1926,0.001824,0.0017,0.0016
1927,Iteracao 1927,0.001845,0.0017,0.0017
1928,Iteracao 1928,0.022498,0.0212,0.0213
1929,Iteracao 1929,0.025508,0.0236,0.0235
1930,Iteracao 1930,0.001802,0.0017,0.0016
1931,Iteracao 1931,0.002233,0.002,0.002
1932,Iteracao 1932,0.001942,0.0018,0.0017
1933,Iteracao 1933,0.003291,0.0031,0.003
1934,Iteracao 1934,0.001769,0.0016,0.0016
1935,Iteracao 1935,0.002169,0.002,0.002
1936,Iteracao 1936,0.007887,0.0074,0.0073
1937,Iteracao 1937,0.001996,0.0018,0.0018
1938,Iteracao 1938,0.009258,0.0086,0.0086
1939,Iteracao 1939,0.008988,0.0083,0.0084
1940,Iteracao 1940,0.001586,0.0014,0.0014
1941,Iteracao 1941,0.004067,0.0038,0.0037
1942,Iteracao 1942,0.011168,0.0104,0.0104
1943,Iteracao 1943,0.001781,0.0016,0.0017
1944,Iteracao 1944,0.00697,0.0065,0.0065
1945,Iteracao 1945,0.020792,0.0194,0.0194
1946,Iteracao 1946,0.001996,0.0018,0.0018
1947,Iteracao 1947,0.003723,0.0035,0.0034
1948,Iteracao 1948,0.007057,0.0066,0.0065
1949,Iteracao 1949,0.001856,0.0017,0.0017
1950,Iteracao 1950,0.006927,0.0065,0.0065
1951,Iteracao 1951,0.007316,0.0068,0.0068
1952,Iteracao 1952,0.008082,0.0075,0.0075
1953,Iteracao 1953,0.002126,0.0019,0.0019
1954,Iteracao 1954,0.006949,0.0065,0.0065
1955,Iteracao 1955,0.004294,0.004,0.004
1956,Iteracao 1956,0.00724,0.0068,0.0067
1957,Iteracao 1957,0.015009,0.014,0.014
1958,Iteracao 1958,0.001758,0.0016,0.0016
1959,Iteracao 1959,0.002935,0.0028,0.0029
1960,Iteracao 1960,0.004089,0.0038,0.0038
1961,Iteracao 1961,0.002363,0.0021,0.002
1962,Iteracao 1962,0.004542,0.0044,0.005
1963,Iteracao 1963,0.009107,0.0084,0.0057
1964,Iteracao 1964,0.008556,0.0079,0.0079
1965,Iteracao 1965,0.052666,0.0493,0.0495
1966,Iteracao 1966,0.011523,0.0105,0.0105
1967,Iteracao 1967,0.002503,0.0022,0.0021
1968,Iteracao 1968,0.02049,0.0192,0.0191
1969,Iteracao 1969,0.003291,0.0031,0.003
1970,Iteracao 1970,0.018397,0.0171,0.0171
1971,Iteracao 1971,0.002083,0.0019,0.0019
1972,Iteracao 1972,0.008913,0.0083,0.0083
1973,Iteracao 1973,0.006992,0.0065,0.0065
1974,Iteracao 1974,0.004618,0.0042,0.0043
1975,Iteracao 1975,0.001888,0.0017,0.0017
1976,Iteracao 1976,0.001888,0.0017,0.0017
1977,Iteracao 1977,0.017124,0.0159,0.0159
1978,Iteracao 1978,0.002352,0.0021,0.0022
1979,Iteracao 1979,0.00246,0.0023,0.0022
1980,Iteracao 1980,0.003356,0.0031,0.0031
1981,Iteracao 1981,0.001747,0.0017,0.0016
1982,Iteracao 1982,0.002708,0.0025,0.0025
1983,Iteracao 1983,0.002298,0.0021,0.0021
1984,Iteracao 1984,0.003463,0.0032,0.0031
1985,Iteracao 1985,0.011728,0.0109,0.011
1986,Iteracao 1986,0.006884,0.0064,0.0064
1987,Iteracao 1987,0.00574,0.0053,0.0053
1988,Iteracao 1988,0.001781,0.0016,0.0016
1989,Iteracao 1989,0.004898,0.0045,0.0046
1990,Iteracao 1990,0.019519,0.0182,0.0181
1991,Iteracao 1991,0.001974,0.0018,0.0018
1992,Iteracao 1992,0.014545,0.0135,0.0136
1993,Iteracao 1993,0.002719,0.0025,0.0025
1994,Iteracao 1994,0.007736,0.0072,0.0073
1995,Iteracao 1995,0.025087,0.0233,0.0234
1996,Iteracao 1996,0.001748,0.0016,0.0015
1997,Iteracao 1997,0.001586,0.0015,0.0014
1998,Iteracao 1998,0.002913,0.0027,0.0026
1999,Iteracao 1999,0.006592,0.0061,0.0061
2000,Iteracao 2000,0.007337,0.0069,0.0069
2001,Iteracao 2001,0.032596,0.0306,0.0121
2002,Iteracao 2002,0.029661,0.0275,0.0275
2003,Iteracao 2003,0.009506,0.0088,0.0089
2004,Iteracao 2004,0.002158,0.002,0.0019
2005,Iteracao 2005,0.018386,0.0171,0.0172
2006,Iteracao 2006,0.007036,0.0065,0.0065
2007,Iteracao 2007,0.002028,0.0019,0.0018
2008,Iteracao 2008,0.001845,0.0018,0.0017
2009,Iteracao 2009,0.002579,0.0024,0.0024
2010,Iteracao 2010,0.001943,0.0018,0.0018
2011,Iteracao 2011,0.018721,0.0174,0.0174
2012,Iteracao 2012,0.007046,0.0066,0.0065
2013,Iteracao 2013,0.007661,0.0071,0.0071
2014,Iteracao 2014,0.008017,0.0074,0.0075
2015,Iteracao 2015,0.003842,0.0036,0.0035
2016,Iteracao 2016,0.001824,0.0017,0.0017
2017,Iteracao 2017,0.002104,0.0019,0.002
2018,Iteracao 2018,0.007229,0.0067,0.0068
2019,Iteracao 2019,0.003722,0.0026,0.0021
2020,Iteracao 2020,0.013131,0.0122,0.0123
2021,Iteracao 2021,0.00573,0.0053,0.0053
2022,Iteracao 2022,0.002061,0.0019,0.0019
2023,Iteracao 2023,0.002427,0.0022,0.0022
2024,Iteracao 2024,0.019508,0.0182,0.0182
2025,Iteracao 2025,0.014653,0.0136,0.0137
2026,Iteracao 2026,0.001791,0.0016,0.0016
2027,Iteracao 2027,0.001672,0.0016,0.0015
2028,Iteracao 2028,0.00177,0.0017,0.0016
2029,Iteracao 2029,0.019184,0.0179,0.0178
2030,Iteracao 2030,0.001964,0.0018,0.0017
2031,Iteracao 2031,0.001705,0.0015,0.0015
2032,Iteracao 2032,0.003086,0.0028,0.0028
2033,Iteracao 2033,0.004154,0.0038,0.0038
2034,Iteracao 2034,0.001963,0.0018,0.0018
2035,Iteracao 2035,0.015149,0.0141,0.0141
2036,Iteracao 2036,0.001878,0.0017,0.0017
2037,Iteracao 2037,0.00191,0.0017,0.0017
2038,Iteracao 2038,0.002492,0.0023,0.0023
2039,Iteracao 2039,0.001855,0.0017,0.0016
2040,Iteracao 2040,0.006971,0.0065,0.0065
2041,Iteracao 2041,0.006906,0.0064,0.0064
2042,Iteracao 2042,0.002903,0.0026,0.0027
