n,Resultado,Tempo_Relogio(ms),Tempo_CPU_Usuario(ms),Tempo_CPU_Sistema(ms)
2562,Iteracao 2562,0.00683,0.0064,0.0064
2563,Iteracao 2563,0.001802,0.0016,0.0017
2564,Iteracao 2564,0.006787,0.0063,0.0064
2565,Iteracao 2565,0.001672,0.0015,0.0014
2566,Iteracao 2566,0.001931,0.0017,0.0018
2567,Iteracao 2567,0.002212,0.002,0.0021
2568,Iteracao 2568,0.007035,0.0066,0.0066
2569,Iteracao 2569,0.001975,0.0018,0.0017
2570,Iteracao 2570,0.00752,0.007,0.007
2571,Iteracao 2571,0.002719,0.0025,0.0024
2572,Iteracao 2572,0.007175,0.0067,0.0067
2573,Iteracao 2573,0.002557,0.0024,0.0023
2574,Iteracao 2574,0.001694,0.0015,0.0015
2575,Iteracao 2575,0.003237,0.003,0.003
2576,Iteracao 2576,0.006226,0.0058,0.0057
2577,Iteracao 2577,0.018807,0.0175,0.0175
2578,Iteracao 2578,0.008189,0.0076,0.0076
2579,Iteracao 2579,0.007402,0.0068,0.0069
2580,Iteracao 2580,0.001802,0.0016,0.0016
2581,Iteracao 2581,0.013217,0.0123,0.0124
2582,Iteracao 2582,0.007089,0.0066,0.0066
2583,Iteracao 2583,0.003355,0.0031,0.0031
2584,Iteracao 2584,0.003831,0.0036,0.0035
2585,Iteracao 2585,0.007208,0.0067,0.0067
2586,Iteracao 2586,0.001867,0.0017,0.0017
2587,Iteracao 2587,0.009528,0.0089,0.0088
2588,Iteracao 2588,0.001867,0.0017,0.0017
2589,Iteracao 2589,0.001888,0.0017,0.0017
2590,Iteracao 2590,0.00177,0.0017,0.0016
2591,Iteracao 2591,0.00341,0.0031,0.0031
2592,Iteracao 2592,0.002762,0.0025,0.0026
2593,Iteracao 2593,0.005568,0.0051,0.0052
2594,Iteracao 2594,0.001878,0.0018,0.0017
2595,Iteracao 2595,0.018429,0.0171,0.0171
2596,Iteracao 2596,0.001975,0.0018,0.0018
2597,Iteracao 2597,0.013498,0.0125,0.0126
2598,Iteracao 2598,0.002115,0.0019,0.0019
2599,Iteracao 2599,0.002201,0.002,0.002
2600,Iteracao 2600,0.001812,0.0017,0.0016
2601,Iteracao 2601,0.018009,0.0167,0.0168
2602,Iteracao 2602,0.002967,0.0027,0.0027
2603,Iteracao 2603,0.003474,0.0032,0.0032
2604,Iteracao 2604,0.001845,0.0017,0.0016
2605,Iteracao 2605,0.015117,0.014,0.0141
2606,Iteracao 2606,0.003809,0.0035,0.0035
2607,Iteracao 2607,0.007477,0.007,0.0069
2608,Iteracao 2608,0.015462,0.0136,0.0132
2609,Iteracao 2609,0.002114,0.0019,0.002
2610,Iteracao 2610,0.009959,0.0093,0.0093
2611,Iteracao 2611,0.010369,0.0097,0.0097
2612,Iteracao 2612,0.007273,0.0067,0.0068
2613,Iteracao 2613,0.002126,0.002,0.0019
2614,Iteracao 2614,0.002471,0.0023,0.0022
2615,Iteracao 2615,0.003301,0.003,0.003
2616,Iteracao 2616,0.001899,0.0017,0.0018
2617,Iteracao 2617,0.001812,0.0017,0.0016
2618,Iteracao 2618,0.00314,0.0029,0.0029
2619,Iteracao 2619,0.002061,0.0018,0.0019
2620,Iteracao 2620,0.004856,0.0045,0.0045
2621,Iteracao 2621,0.007564,0.007,0.0071
2622,Iteracao 2622,0.019163,0.0179,0.0178
2623,Iteracao 2623,0.009204,0.0086,0.0086
2624,Iteracao 2624,0.002913,0.0027,0.0026
2625,Iteracao 2625,0.032683,0.0311,0.0316
2626,Iteracao 2626,0.002363,0.0021,0.002
2627,Iteracao 2627,0.001889,0.0017,0.0017
2628,Iteracao 2628,0.002956,0.0027,0.0027
2629,Iteracao 2629,0.004327,0.004,0.004
2630,Iteracao 2630,0.011006,0.0102,0.0103
2631,Iteracao 2631,0.00697,0.0065,0.0065
2632,Iteracao 2632,0.006776,0.0063,0.0063
2633,Iteracao 2633,0.02076,0.0193,0.0193
2634,Iteracao 2634,0.001985,0.0018,0.0019
2635,Iteracao 2635,0.010056,0.0093,0.0094
2636,Iteracao 2636,0.007143,0.0066,0.0067
2637,Iteracao 2637,0.001953,0.0018,0.0017
2638,Iteracao 2638,0.008988,0.0084,0.0084
2639,Iteracao 2639,0.006905,0.0064,0.0064
2640,Iteracao 2640,0.001748,0.0016,0.0016
2641,Iteracao 2641,0.002579,0.0023,0.0023
2642,Iteracao 2642,0.006215,0.0057,0.0058
2643,Iteracao 2643,0.002007,0.0018,0.0018
2644,Iteracao 2644,0.021547,0.02,0.02
2645,Iteracao 2645,0.001748,0.0016,0.0015
2646,Iteracao 2646,0.013596,0.0126,0.0127
2647,Iteracao 2647,0.002255,0.002,0.002
2648,Iteracao 2648,0.01843,0.0171,0.0172
2649,Iteracao 2649,0.002093,0.0019,0.0019
2650,Iteracao 2650,0.005481,0.0051,0.0051
2651,Iteracao 2651,0.001834,0.0017,0.0016
2652,Iteracao 2652,0.001975,0.0018,0.0018
2653,Iteracao 2653,0.020317,0.0189,0.0189
2654,Iteracao 2654,0.007834,0.0073,0.0073
2655,Iteracao 2655,0.009042,0.0084,0.0085
2656,Iteracao 2656,0.00245,0.0022,0.0023
2657,Iteracao 2657,0.001694,0.0015,0.0015
2658,Iteracao 2658,0.001662,0.0015,0.0015
2659,Iteracao 2659,0.018774,0.0175,0.0175
2660,Iteracao 2660,0.002611,0.0024,0.0024
2661,Iteracao 2661,0.009269,0.0086,0.0086
2662,Iteracao 2662,0.002525,0.0024,0.0023
2663,Iteracao 2663,0.00436,0.004,0.004
2664,Iteracao 2664,0.001834,0.0016,0.0017
2665,Iteracao 2665,0.002752,0.0026,0.0025
2666,Iteracao 2666,0.001942,0.0018,0.0018
2667,Iteracao 2667,0.008503,0.0079,0.0079
2668,Iteracao 2668,0.00547,0.0051,0.0051
2669,Iteracao 2669,0.001738,0.0016,0.0015
2670,Iteracao 2670,0.00286,0.0027,0.0026
2671,Iteracao 2671,0.007326,0.0068,0.0069
2672,Iteracao 2672,0.018429,0.0172,0.0171
2673,Iteracao 2673,0.001823,0.0017,0.0017
2674,Iteracao 2674,0.007952,0.0074,0.0075
2675,Iteracao 2675,0.002881,0.0026,0.0026
2676,Iteracao 2676,0.006873,0.0063,0.0064
2677,Iteracao 2677,0.013228,0.0123,0.0123
2678,Iteracao 2678,0.007013,0.0065,0.0065
2679,Iteracao 2679,0.002611,0.0024,0.0024
2680,Iteracao 2680,0.002234,0.0021,0.002
2681,Iteracao 2681,0.001975,0.0018,0.0018
2682,Iteracao 2682,0.006204,0.0057,0.0058
2683,Iteracao 2683,0.019843,0.0184,0.0185
2684,Iteracao 2684,0.002029,0.0018,0.0018
2685,Iteracao 2685,0.001748,0.0016,0.0016
2686,Iteracao 2686,0.018516,0.0173,0.0172
2687,Iteracao 2687,0.001856,0.0017,0.0017
2688,Iteracao 2688,0.008729,0.0081,0.0081
2689,Iteracao 2689,0.00233,0.0021,0.0021
2690,Iteracao 2690,0.023673,0.022,0.022
2691,Iteracao 2691,0.006928,0.0065,0.0064
2692,Iteracao 2692,0.007132,0.0066,0.0067
2693,Iteracao 2693,0.012527,0.0116,0.0117
2694,Iteracao 2694,0.002244,0.0021,0.002
2695,Iteracao 2695,0.019994,0.0186,0.0186
2696,Iteracao 2696,0.006959,0.0065,0.0065
2697,Iteracao 2697,0.001661,0.0015,0.0015
2698,Iteracao 2698,0.001834,0.0017,0.0016
2699,Iteracao 2699,0.024342,0.0226,0.0227
2700,Iteracao 2700,0.00192,0.0018,0.0018
2701,Iteracao 2701,0.002287,0.0021,0.002
2702,Iteracao 2702,0.001683,0.0015,0.0015
2703,Iteracao 2703,0.019087,0.0178,0.0178
2704,Iteracao 2704,0.001662,0.0015,0.0015
2705,Iteracao 2705,0.008481,0.0079,0.0079
2706,Iteracao 2706,0.001953,0.0018,0.0018
2707,Iteracao 2707,0.004478,0.0041,0.0041
2708,Iteracao 2708,0.00204,0.0018,0.0019
2709,Iteracao 2709,0.001942,0.0018,0.0017
2710,Iteracao 2710,0.006852,0.0063,0.0064
2711,Iteracao 2711,0.020414,0.019,0.0191
2712,Iteracao 2712,0.002967,0.0027,0.0027
2713,Iteracao 2713,0.006949,0.0064,0.0065
2714,Iteracao 2714,0.002341,0.0022,0.0021
2715,Iteracao 2715,0.003161,0.0029,0.0029
2716,Iteracao 2716,0.001963,0.0018,0.0018
2717,Iteracao 2717,0.002914,0.0027,0.0027
2718,Iteracao 2718,0.002481,0.0023,0.0022
2719,Iteracao 2719,0.004942,0.0046,0.0045
2720,Iteracao 2720,0.001813,0.0017,0.0016
2721,Iteracao 2721,0.00833,0.0078,0.0078
2722,Iteracao 2722,0.001694,0.0016,0.0015
2723,Iteracao 2723,0.002611,0.0024,0.0024
2724,Iteracao 2724,0.001878,0.0017,0.0018
2725,Iteracao 2725,0.001748,0.0016,0.0016
2726,Iteracao 2726,0.007067,0.0066,0.0066
2727,Iteracao 2727,0.002471,0.0023,0.0022
2728,Iteracao 2728,0.006809,0.0063,0.0064
2729,Iteracao 2729,0.001726,0.0016,0.0016
2730,Iteracao 2730,0.003097,0.0029,0.0028
2731,Iteracao 2731,0.004953,0.0046,0.0045
2732,Iteracao 2732,0.043343,0.0408,0.0412
2733,Iteracao 2733,0.003324,0.003,0.0029
2734,Iteracao 2734,0.001802,0.0017,0.0016
2735,Iteracao 2735,0.008255,0.0077,0.0078
2736,Iteracao 2736,0.00847,0.0078,0.0079
2737,Iteracao 2737,0.004747,0.0044,0.0043
2738,Iteracao 2738,0.007046,0.0066,0.0066
2739,Iteracao 2739,0.001813,0.0017,0.0016
2740,Iteracao 2740,0.019131,0.0178,0.0179
2741,Iteracao 2741,0.006884,0.0064,0.0065
2742,Iteracao 2742,0.002816,0.0026,0.0026
2743,Iteracao 2743,0.001758,0.0016,0.0016
2744,Iteracao 2744,0.00861,0.008,0.0081
2745,Iteracao 2745,0.006927,0.0065,0.0065
2746,Iteracao 2746,0.00219,0.002,0.002
2747,Iteracao 2747,0.002902,0.0027,0.0027
2748,Iteracao 2748,0.003237,0.003,0.0029
2749,Iteracao 2749,0.002417,0.0022,0.0022
2750,Iteracao 2750,0.00711,0.0067,0.0067
2751,Iteracao 2751,0.003507,0.0033,0.0032
2752,Iteracao 2752,0.001985,0.0018,0.0018
2753,Iteracao 2753,0.004025,0.0038,0.0037
2754,Iteracao 2754,0.001705,0.0016,0.0015
2755,Iteracao 2755,0.008794,0.0081,0.0082
2756,Iteracao 2756,0.001758,0.0016,0.0016
2757,Iteracao 2757,0.001684,0.0015,0.0015
2758,Iteracao 2758,0.009657,0.009,0.009
2759,Iteracao 2759,0.007013,0.0066,0.0065
2760,Iteracao 2760,0.001802,0.0017,0.0016
2761,Iteracao 2761,0.0026,0.0024,0.0024
2762,Iteracao 2762,0.001953,0.0018,0.0018
2763,Iteracao 2763,0.001835,0.0016,0.0017
2764,Iteracao 2764,0.002514,0.0023,0.0023
2765,Iteracao 2765,0.002536,0.0023,0.0024
2766,Iteracao 2766,0.007855,0.0073,0.0073
2767,Iteracao 2767,0.007024,0.0065,0.0066
2768,Iteracao 2768,0.006959,0.0064,0.0065
2769,Iteracao 2769,0.00341,0.0031,0.0031
2770,Iteracao 2770,0.006992,0.0065,0.0066
2771,Iteracao 2771,0.00341,0.0032,0.0031
2772,Iteracao 2772,0.006938,0.0064,0.0065
2773,Iteracao 2773,0.001921,0.0018,0.0017
2774,Iteracao 2774,0.002417,0.0022,0.0022
2775,Iteracao 2775,0.006841,0.0064,0.0064
2776,Iteracao 2776,0.001921,0.0018,0.0017
2777,Iteracao 2777,0.002168,0.002,0.002
2778,Iteracao 2778,0.006927,0.0064,0.0065
2779,Iteracao 2779,0.00165,0.0015,0.0015
2780,Iteracao 2780,0.001867,0.0017,0.0017
2781,Iteracao 2781,0.003205,0.003,0.0029
2782,Iteracao 2782,0.001802,0.0017,0.0016
2783,Iteracao 2783,0.00301,0.0028,0.0028
2784,Iteracao 2784,0.003043,0.0028,0.0028
2785,Iteracao 2785,0.004812,0.0044,0.0045
2786,Iteracao 2786,0.001985,0.0018,0.0018
2787,Iteracao 2787,0.003528,0.0033,0.0033
2788,Iteracao 2788,0.0071,0.0067,0.0066
2789,Iteracao 2789,0.00314,0.0029,0.0029
2790,Iteracao 2790,0.002546,0.0023,0.0023
2791,Iteracao 2791,0.007068,0.0066,0.0066
2792,Iteracao 2792,0.003593,0.0033,0.0033
2793,Iteracao 2793,0.001769,0.0017,0.0016
2794,Iteracao 2794,0.006884,0.0064,0.0064
2795,Iteracao 2795,0.00915,0.0086,0.0085
2796,Iteracao 2796,0.006949,0.0065,0.0065
2797,Iteracao 2797,0.00191,0.0017,0.0017
2798,Iteracao 2798,0.001812,0.0016,0.0017
2799,Iteracao 2799,0.002676,0.0024,0.0025
2800,Iteracao 2800,0.007585,0.007,0.0071
2801,Iteracao 2801,0.002406,0.0022,0.0021
2802,Iteracao 2802,0.003863,0.0035,0.0036
2803,Iteracao 2803,0.001943,0.0018,0.0018
2804,Iteracao 2804,0.013681,0.012,0.0116
2805,Iteracao 2805,0.008729,0.0082,0.0081
2806,Iteracao 2806,0.001931,0.0018,0.0018
2807,Iteracao 2807,0.008254,0.0077,0.0077
2808,Iteracao 2808,0.003161,0.0029,0.0029
2809,Iteracao 2809,0.002925,0.0027,0.0027
2810,Iteracao 2810,0.007046,0.0066,0.0065
2811,Iteracao 2811,0.005535,0.0051,0.0051
2812,Iteracao 2812,0.002255,0.0021,0.002
2813,Iteracao 2813,0.013347,0.0124,0.0124
2814,Iteracao 2814,0.006798,0.0063,0.0063
2815,Iteracao 2815,0.002492,0.0022,0.0023
2816,Iteracao 2816,0.007693,0.0072,0.0072
2817,Iteracao 2817,0.001661,0.0016,0.0015
2818,Iteracao 2818,0.003301,0.003,0.0031
2819,Iteracao 2819,0.003453,0.0032,0.0032
2820,Iteracao 2820,0.001845,0.0017,0.0017
2821,Iteracao 2821,0.003733,0.0035,0.0034
2822,Iteracao 2822,0.001759,0.0016,0.0016
2823,Iteracao 2823,0.008513,0.008,0.0079
2824,Iteracao 2824,0.00204,0.0019,0.0018
2825,Iteracao 2825,0.001943,0.0018,0.0017
2826,Iteracao 2826,0.001845,0.0017,0.0017
2827,Iteracao 2827,0.001834,0.0017,0.0017
2828,Iteracao 2828,0.002774,0.0025,0.0025
2829,Iteracao 2829,0.0086,0.008,0.008
2830,Iteracao 2830,0.004748,0.0044,0.0043
2831,Iteracao 2831,0.001716,0.0015,0.0015
2832,Iteracao 2832,0.019411,0.018,0.0181
2833,Iteracao 2833,0.006971,0.0065,0.0065
2834,Iteracao 2834,0.002968,0.0027,0.0027
2835,Iteracao 2835,0.007467,0.007,0.007
2836,Iteracao 2836,0.009992,0.0093,0.0093
2837,Iteracao 2837,0.002741,0.0025,0.0025
2838,Iteracao 2838,0.002255,0.002,0.0017
2839,Iteracao 2839,0.005061,0.0047,0.0047
2840,Iteracao 2840,0.0071,0.0066,0.0066
2841,Iteracao 2841,0.019659,0.0182,0.0183
2842,Iteracao 2842,0.006884,0.0064,0.0064
2843,Iteracao 2843,0.012969,0.012,0.0121
2844,Iteracao 2844,0.002126,0.002,0.0019
2845,Iteracao 2845,0.018073,0.0168,0.0168
2846,Iteracao 2846,0.006809,0.0064,0.0064
2847,Iteracao 2847,0.002428,0.0022,0.0022
2848,Iteracao 2848,0.011577,0.0107,0.0108
2849,Iteracao 2849,0.002126,0.0019,0.0019
2850,Iteracao 2850,0.02035,0.0189,0.019
2851,Iteracao 2851,0.001888,0.0018,0.0017
2852,Iteracao 2852,0.007078,0.0066,0.0066
2853,Iteracao 2853,0.01871,0.0174,0.0174
2854,Iteracao 2854,0.002978,0.0027,0.0027
2855,Iteracao 2855,0.002676,0.0025,0.0024
2856,Iteracao 2856,0.007489,0.007,0.007
2857,Iteracao 2857,0.017858,0.0166,0.0166
2858,Iteracao 2858,0.001802,0.0017,0.0016
2859,Iteracao 2859,0.001758,0.0017,0.0016
2860,Iteracao 2860,0.00751,0.007,0.007
2861,Iteracao 2861,0.0041,0.0038,0.0038
2862,Iteracao 2862,0.031485,0.0299,0.0302
2863,Iteracao 2863,0.020706,0.0192,0.0192
2864,Iteracao 2864,0.004326,0.004,0.0039
2865,Iteracao 2865,0.003097,0.0029,0.0028
2866,Iteracao 2866,0.001608,0.0015,0.0015
2867,Iteracao 2867,0.008448,0.0078,0.0079
2868,Iteracao 2868,0.001726,0.0015,0.0016
2869,Iteracao 2869,0.003032,0.0028,0.0027
2870,Iteracao 2870,0.006906,0.0064,0.0064
2871,Iteracao 2871,0.012118,0.0113,0.0113
2872,Iteracao 2872,0.01899,0.0177,0.0178
2873,Iteracao 2873,0.007208,0.0067,0.0066
2874,Iteracao 2874,0.018537,0.0172,0.0173
2875,Iteracao 2875,0.002644,0.0025,0.0024
2876,Iteracao 2876,0.009161,0.0085,0.0085
2877,Iteracao 2877,0.007694,0.0071,0.0072
2878,Iteracao 2878,0.019972,0.0186,0.0186
2879,Iteracao 2879,0.00232,0.0021,0.0021
2880,Iteracao 2880,0.008858,0.0083,0.0083
2881,Iteracao 2881,0.014351,0.0133,0.0134
2882,Iteracao 2882,0.001704,0.0016,0.0015
2883,Iteracao 2883,0.007348,0.0068,0.0069
2884,Iteracao 2884,0.026003,0.0242,0.0242
2885,Iteracao 2885,0.001726,0.0015,0.0015
2886,Iteracao 2886,0.020307,0.0189,0.019
2887,Iteracao 2887,0.00191,0.0018,0.0017
2888,Iteracao 2888,0.017652,0.0165,0.0165
2889,Iteracao 2889,0.001769,0.0016,0.0016
2890,Iteracao 2890,0.017835,0.0166,0.0166
2891,Iteracao 2891,0.017674,0.0164,0.0165
2892,Iteracao 2892,0.012376,0.0115,0.0115
2893,Iteracao 2893,0.010779,0.01,0.0101
2894,Iteracao 2894,0.024386,0.0227,0.0228
2895,Iteracao 2895,0.002708,0.0025,0.0025
2896,Iteracao 2896,0.013358,0.0124,0.0125
2897,Iteracao 2897,0.006809,0.0063,0.0063
2898,Iteracao 2898,0.001694,0.0016,0.0015
2899,Iteracao 2899,0.018127,0.0169,0.0169
2900,Iteracao 2900,0.012711,0.0118,0.0119
2901,Iteracao 2901,0.012678,0.0117,0.0118
2902,Iteracao 2902,0.007596,0.0071,0.0071
2903,Iteracao 2903,0.004478,0.0042,0.0041
2904,Iteracao 2904,0.007035,0.0065,0.0066
2905,Iteracao 2905,0.020307,0.0189,0.0189
2906,Iteracao 2906,0.004165,0.0038,0.0038
2907,Iteracao 2907,0.006992,0.0065,0.0065
2908,Iteracao 2908,0.001791,0.0016,0.0016
2909,Iteracao 2909,0.014502,0.0135,0.0136
2910,Iteracao 2910,0.001716,0.0016,0.0016
2911,Iteracao 2911,0.013293,0.0124,0.0124
2912,Iteracao 2912,0.008815,0.0082,0.0082
2913,Iteracao 2913,0.007197,0.0067,0.0067
2914,Iteracao 2914,0.00847,0.0079,0.0079
2915,Iteracao 2915,0.001834,0.0016,0.0017
2916,Iteracao 2916,0.007682,0.0071,0.0072
2917,Iteracao 2917,0.004402,0.0041,0.0041
2918,Iteracao 2918,0.00191,0.0017,0.0018
2919,Iteracao 2919,0.001673,0.0015,0.0015
2920,Iteracao 2920,0.001889,0.0018,0.0017
2921,Iteracao 2921,0.003237,0.003,0.003
2922,Iteracao 2922,0.001824,0.0016,0.0017
2923,Iteracao 2923,0.006377,0.006,0.0059
2924,Iteracao 2924,0.007208,0.0067,0.0067
2925,Iteracao 2925,0.017987,0.0167,0.0168
2926,Iteracao 2926,0.002633,0.0024,0.0024
2927,Iteracao 2927,0.001705,0.0016,0.0015
2928,Iteracao 2928,0.008912,0.0083,0.0083
2929,Iteracao 2929,0.00205,0.0019,0.0018
2930,Iteracao 2930,0.013315,0.0124,0.0125
2931,Iteracao 2931,0.006928,0.0064,0.0065
2932,Iteracao 2932,0.00177,0.0016,0.0015
2933,Iteracao 2933,0.003301,0.0031,0.003
2934,Iteracao 2934,0.007337,0.0069,0.0068
2935,Iteracao 2935,0.009603,0.0089,0.0089
2936,Iteracao 2936,0.001888,0.0017,0.0017
2937,Iteracao 2937,0.001791,0.0017,0.0016
2938,Iteracao 2938,0.015289,0.0142,0.0143
2939,Iteracao 2939,0.001564,0.0014,0.0014
2940,Iteracao 2940,0.002514,0.0023,0.0023
2941,Iteracao 2941,0.002643,0.0025,0.0024
2942,Iteracao 2942,0.001878,0.0017,0.0017
2943,Iteracao 2943,0.001802,0.0016,0.0016
2944,Iteracao 2944,0.003183,0.003,0.0029
2945,Iteracao 2945,0.002881,0.0027,0.0026
2946,Iteracao 2946,0.001824,0.0016,0.0017
2947,Iteracao 2947,0.003463,0.0032,0.0032
2948,Iteracao 2948,0.004801,0.0045,0.0044
2949,Iteracao 2949,0.001651,0.0015,0.0014
2950,Iteracao 2950,0.014534,0.0135,0.0136
2951,Iteracao 2951,0.00356,0.0032,0.0033
2952,Iteracao 2952,0.006906,0.0065,0.0064
2953,Iteracao 2953,0.001629,0.0015,0.0015
2954,Iteracao 2954,0.006754,0.0063,0.0063
2955,Iteracao 2955,0.003183,0.0029,0.0029
2956,Iteracao 2956,0.006863,0.0064,0.0065
2957,Iteracao 2957,0.002697,0.0025,0.0024
2958,Iteracao 2958,0.001684,0.0015,0.0015
2959,Iteracao 2959,0.003561,0.0033,0.0032
2960,Iteracao 2960,0.001737,0.0016,0.0016
2961,Iteracao 2961,0.009301,0.0087,0.0086
2962,Iteracao 2962,0.001694,0.0015,0.0015
2963,Iteracao 2963,0.001738,0.0016,0.0015
2964,Iteracao 2964,0.001726,0.0015,0.0015
2965,Iteracao 2965,0.002028,0.0019,0.0018
2966,Iteracao 2966,0.00164,0.0015,0.0015
2967,Iteracao 2967,0.00861,0.008,0.008
2968,Iteracao 2968,0.001866,0.0018,0.0017
2969,Iteracao 2969,0.006927,0.0064,0.0065
2970,Iteracao 2970,0.001672,0.0015,0.0015
2971,Iteracao 2971,0.002309,0.0022,0.0021
2972,Iteracao 2972,0.002018,0.0018,0.0018
2973,Iteracao 2973,0.002514,0.0023,0.0023
2974,Iteracao 2974,0.007337,0.0068,0.0069
2975,Iteracao 2975,0.00683,0.0063,0.0064
2976,Iteracao 2976,0.001963,0.0018,0.0017
2977,Iteracao 2977,0.001759,0.0016,0.0016
2978,Iteracao 2978,0.007056,0.0065,0.0066
2979,Iteracao 2979,0.00178,0.0016,0.0016
2980,Iteracao 2980,0.00192,0.0018,0.0017
2981,Iteracao 2981,0.001888,0.0017,0.0017
2982,Iteracao 2982,0.006906,0.0065,0.0064
2983,Iteracao 2983,0.006712,0.0062,0.0063
2984,Iteracao 2984,0.002288,0.0021,0.002
2985,Iteracao 2985,0.012829,0.012,0.012
2986,Iteracao 2986,0.002212,0.002,0.002
2987,Iteracao 2987,0.001661,0.0015,0.0015
2988,Iteracao 2988,0.002018,0.0019,0.0018
2989,Iteracao 2989,0.001877,0.0018,0.0017
2990,Iteracao 2990,0.002061,0.0019,0.0018
2991,Iteracao 2991,0.00697,0.0065,0.0065
2992,Iteracao 2992,0.001672,0.0016,0.0015
2993,Iteracao 2993,0.001877,0.0017,0.0017
2994,Iteracao 2994,0.006722,0.0062,0.0063
2995,Iteracao 2995,0.001662,0.0015,0.0015
2996,Iteracao 2996,0.012257,0.0114,0.0114
2997,Iteracao 2997,0.001737,0.0016,0.0016
2998,Iteracao 2998,0.001867,0.0017,0.0017
2999,Iteracao 2999,0.001813,0.0017,0.0016
3000,Iteracao 3000,0.007952,0.0074,0.0074
3001,Iteracao 3001,0.017016,0.0148,0.0142
3002,Iteracao 3002,0.002169,0.002,0.0019
3003,Iteracao 3003,0.001932,0.0018,0.0017
3004,Iteracao 3004,0.001975,0.0019,0.0018
3005,Iteracao 3005,0.00519,0.0048,0.0048
3006,Iteracao 3006,0.00191,0.0017,0.0017
3007,Iteracao 3007,0.0183,0.017,0.017
3008,Iteracao 3008,0.001856,0.0016,0.0017
3009,Iteracao 3009,0.00163,0.0015,0.0015
3010,Iteracao 3010,0.013186,0.0123,0.0123
3011,Iteracao 3011,0.001662,0.0015,0.0015
3012,Iteracao 3012,0.012398,0.0115,0.0116
3013,Iteracao 3013,0.006614,0.0062,0.0062
3014,Iteracao 3014,0.002395,0.0023,0.0022
3015,Iteracao 3015,0.003917,0.0036,0.0036
3016,Iteracao 3016,0.006733,0.0063,0.0063
3017,Iteracao 3017,0.013585,0.0127,0.0126
3018,Iteracao 3018,0.001662,0.0015,0.0014
3019,Iteracao 3019,0.002212,0.002,0.002
3020,Iteracao 3020,0.002449,0.0022,0.0023
3021,Iteracao 3021,0.006841,0.0063,0.0064
3022,Iteracao 3022,0.001845,0.0017,0.0017
3023,Iteracao 3023,0.006744,0.0062,0.0063
3024,Iteracao 3024,0.006539,0.0061,0.0061
3025,Iteracao 3025,0.002795,0.0026,0.0025
3026,Iteracao 3026,0.002384,0.0022,0.0021
3027,Iteracao 3027,0.003593,0.0033,0.0033
3028,Iteracao 3028,0.006722,0.0063,0.0063
3029,Iteracao 3029,0.00806,0.0075,0.0075
3030,Iteracao 3030,0.001834,0.0016,0.0017
3031,Iteracao 3031,0.001812,0.0016,0.0016
3032,Iteracao 3032,0.006635,0.0062,0.0062
3033,Iteracao 3033,0.001834,0.0017,0.0017
3034,Iteracao 3034,0.003204,0.003,0.0029
3035,Iteracao 3035,0.006754,0.0062,0.0063
3036,Iteracao 3036,0.001942,0.0018,0.0018
3037,Iteracao 3037,0.001694,0.0016,0.0015
3038,Iteracao 3038,0.006453,0.006,0.0059
3039,Iteracao 3039,0.00164,0.0015,0.0015
3040,Iteracao 3040,0.018009,0.0168,0.0168
3041,Iteracao 3041,0.02309,0.0214,0.0215
3042,Iteracao 3042,0.002881,0.0026,0.0026
3043,Iteracao 3043,0.003269,0.003,0.003
3044,Iteracao 3044,0.017479,0.0163,0.0163
3045,Iteracao 3045,0.007337,0.0068,0.0069
3046,Iteracao 3046,0.012118,0.0113,0.0113
3047,Iteracao 3047,0.00177,0.0016,0.0016
3048,Iteracao 3048,0.004521,0.0041,0.0042
3049,Iteracao 3049,0.025066,0.0233,0.0234
3050,Iteracao 3050,0.003409,0.0032,0.0031
3051,Iteracao 3051,0.007726,0.0072,0.0072
3052,Iteracao 3052,0.002752,0.0026,0.0025
3053,Iteracao 3053,0.001672,0.0015,0.0015
3054,Iteracao 3054,0.004014,0.0037,0.0037
3055,Iteracao 3055,0.00245,0.0022,0.0023
3056,Iteracao 3056,0.013552,0.0126,0.0127
3057,Iteracao 3057,0.001737,0.0016,0.0016
3058,Iteracao 3058,0.006765,0.0063,0.0063
3059,Iteracao 3059,0.002902,0.0027,0.0026
3060,Iteracao 3060,0.0067,0.0063,0.0062
3061,Iteracao 3061,0.002816,0.0026,0.0026
3062,Iteracao 3062,0.002471,0.0023,0.0022
3063,Iteracao 3063,0.002946,0.0028,0.0027
3064,Iteracao 3064,0.001597,0.0014,0.0014
3065,Iteracao 3065,0.003862,0.0036,0.0035
3066,Iteracao 3066,0.00805,0.0075,0.0075
3067,Iteracao 3067,0.001877,0.0017,0.0017
3068,Iteracao 3068,0.002471,0.0023,0.0023
3069,Iteracao 3069,0.007348,0.0069,0.0068
3070,Iteracao 3070,0.002449,0.0023,0.0022
3071,Iteracao 3071,0.00178,0.0016,0.0016
3072,Iteracao 3072,0.00259,0.0024,0.0023
3073,Iteracao 3073,0.003712,0.0034,0.0034
3074,Iteracao 3074,0.008092,0.0076,0.0075
3075,Iteracao 3075,0.001877,0.0018,0.0017
3076,Iteracao 3076,0.007348,0.0069,0.0068
3077,Iteracao 3077,0.003421,0.0031,0.0031
3078,Iteracao 3078,0.006711,0.0062,0.0063
3079,Iteracao 3079,0.001888,0.0017,0.0017
3080,Iteracao 3080,0.005234,0.0048,0.0048
