n,Resultado,Tempo_Relogio(ms),Tempo_CPU_Usuario(ms),Tempo_CPU_Sistema(ms)
1084,Iteracao 1084,0.002399,0.0022,0.0022
1085,Iteracao 1085,0.011391,0.0106,0.0109
1086,Iteracao 1086,0.002345,0.0022,0.0021
1087,Iteracao 1087,0.00256,0.0024,0.0024
1088,Iteracao 1088,0.007163,0.0067,0.0066
1089,Iteracao 1089,0.007788,0.0072,0.007
1090,Iteracao 1090,0.002969,0.0031,0.0031
1091,Iteracao 1091,0.004905,0.0046,0.0046
1092,Iteracao 1092,0.008476,0.0079,0.008
1093,Iteracao 1093,0.008884,0.0084,0.0083
1094,Iteracao 1094,0.004765,0.0044,0.0044
1095,Iteracao 1095,0.005927,0.0055,0.0055
1096,Iteracao 1096,0.002539,0.0024,0.0024
1097,Iteracao 1097,0.00313,0.0028,0.003
1098,Iteracao 1098,0.015553,0.0145,0.0147
1099,Iteracao 1099,0.010552,0.0098,0.0098
1100,Iteracao 1100,0.003636,0.0034,0.0033
1101,Iteracao 1101,0.004238,0.004,0.0039
1102,Iteracao 1102,0.001893,0.0021,0.0022
1103,Iteracao 1103,0.005884,0.0055,0.0054
1104,Iteracao 1104,0.006905,0.006,0.0055
1105,Iteracao 1105,0.003216,0.003,0.0028
1106,Iteracao 1106,0.008272,0.0466,0.0472
1107,Iteracao 1107,0.009067,0.008,0.0086
1108,Iteracao 1108,0.003689,0.0032,0.0031
1109,Iteracao 1109,0.005948,0.0056,0.0056
1110,Iteracao 1110,0.004001,0.0036,0.0036
1111,Iteracao 1111,0.003238,0.003,0.003
1112,Iteracao 1112,0.003604,0.0034,0.0032
1113,Iteracao 1113,0.00314,0.0028,0.0029
1114,Iteracao 1114,0.004852,0.0048,0.0047
1115,Iteracao 1115,0.010756,0.0099,0.0096
1116,Iteracao 1116,0.003539,0.0033,0.0033
1117,Iteracao 1117,0.002345,0.0021,0.0023
1118,Iteracao 1118,0.006163,0.0058,0.0058
1119,Iteracao 1119,0.003173,0.003,0.003
1120,Iteracao 1120,0.005668,0.0052,0.0052
1121,Iteracao 1121,0.002948,0.0029,0.0027
1122,Iteracao 1122,0.002366,0.0022,0.0021
1123,Iteracao 1123,0.00497,0.0046,0.0047
1124,Iteracao 1124,0.007357,0.0068,0.0068
1125,Iteracao 1125,0.00398,0.0037,0.0038
1126,Iteracao 1126,0.0027,0.0024,0.0024
1127,Iteracao 1127,0.002506,0.0023,0.0024
1128,Iteracao 1128,0.002646,0.0023,0.0023
1129,Iteracao 1129,0.002861,0.0027,0.0026
1130,Iteracao 1130,0.002571,0.0024,0.0024
1131,Iteracao 1131,0.002388,0.0022,0.0021
1132,Iteracao 1132,0.005508,0.0051,0.0051
1133,Iteracao 1133,0.003087,0.0028,0.0027
1134,Iteracao 1134,0.002517,0.0023,0.0023
1135,Iteracao 1135,0.003571,0.0033,0.0032
1136,Iteracao 1136,0.004614,0.0042,0.0041
1137,Iteracao 1137,0.002732,0.0025,0.0024
1138,Iteracao 1138,0.003292,0.003,0.003
1139,Iteracao 1139,0.003592,0.0034,0.0034
1140,Iteracao 1140,0.003668,0.0034,0.0035
1141,Iteracao 1141,0.00228,0.0022,0.0022
1142,Iteracao 1142,0.003807,0.0035,0.0034
1143,Iteracao 1143,0.003313,0.0031,0.003
1144,Iteracao 1144,0.006788,0.0063,0.0062
1145,Iteracao 1145,0.004271,0.004,0.0038
1146,Iteracao 1146,0.006787,0.0063,0.0063
1147,Iteracao 1147,0.006121,0.0056,0.0057
1148,Iteracao 1148,0.002743,0.0026,0.0026
1149,Iteracao 1149,0.002388,0.0022,0.0022
1150,Iteracao 1150,0.003507,0.0033,0.0033
1151,Iteracao 1151,0.002173,0.0021,0.0021
1152,Iteracao 1152,0.002409,0.0022,0.0021
1153,Iteracao 1153,0.011789,0.011,0.011
1154,Iteracao 1154,0.005421,0.005,0.005
1155,Iteracao 1155,0.012391,0.0114,0.0116
1156,Iteracao 1156,0.007336,0.0068,0.0069
1157,Iteracao 1157,0.006077,0.006,0.0063
1158,Iteracao 1158,0.005378,0.005,0.005
1159,Iteracao 1159,0.002506,0.0023,0.0022
1160,Iteracao 1160,0.00255,0.0023,0.0022
1161,Iteracao 1161,0.00598,0.0053,0.0052
1162,Iteracao 1162,0.007099,0.0066,0.0065
1163,Iteracao 1163,0.004012,0.0037,0.0037
1164,Iteracao 1164,0.00313,0.0029,0.0029
1165,Iteracao 1165,0.00625,0.0058,0.0058
1166,Iteracao 1166,0.002367,0.0022,0.0021
1167,Iteracao 1167,0.004894,0.0045,0.0045
1168,Iteracao 1168,0.094354,0.0887,0.0895
1169,Iteracao 1169,0.005324,0.0048,0.0049
1170,Iteracao 1170,0.058611,0.0551,0.0554
1171,Iteracao 1171,0.002022,0.0018,0.0018
1172,Iteracao 1172,0.005905,0.0055,0.0055
1173,Iteracao 1173,0.007788,0.0072,0.0072
1174,Iteracao 1174,0.008272,0.0077,0.0076
1175,Iteracao 1175,0.041422,0.0392,0.0396
1176,Iteracao 1176,0.068668,0.0645,0.0651
1177,Iteracao 1177,0.003055,0.0027,0.0025
1178,Iteracao 1178,0.100398,0.0942,0.0946
1179,Iteracao 1179,0.077606,0.073,0.0735
1180,Iteracao 1180,0.066183,0.0618,0.0618
1181,Iteracao 1181,0.003539,0.0033,0.0032
1182,Iteracao 1182,0.010014,0.0093,0.0093
1183,Iteracao 1183,0.008433,0.0079,0.0079
1184,Iteracao 1184,0.00597,0.0056,0.0056
1185,Iteracao 1185,0.002216,0.002,0.002
1186,Iteracao 1186,0.001851,0.0017,0.0017
1187,Iteracao 1187,0.001882,0.0018,0.0018
1188,Iteracao 1188,0.006045,0.0056,0.0056
1189,Iteracao 1189,0.003216,0.003,0.003
1190,Iteracao 1190,0.005002,0.0046,0.0046
1191,Iteracao 1191,0.00185,0.0017,0.0017
1192,Iteracao 1192,0.007325,0.0068,0.0067
1193,Iteracao 1193,0.003668,0.0035,0.0035
1194,Iteracao 1194,0.004485,0.0041,0.0041
1195,Iteracao 1195,0.001818,0.0017,0.0017
1196,Iteracao 1196,0.040702,0.0385,0.0389
1197,Iteracao 1197,0.053362,0.0502,0.0506
1198,Iteracao 1198,0.183146,0.1717,0.1727
1199,Iteracao 1199,0.004131,0.0036,0.0036
1200,Iteracao 1200,0.056986,0.0535,0.0539
1201,Iteracao 1201,0.003722,0.0034,0.0033
1202,Iteracao 1202,0.00241,0.0022,0.0022
1203,Iteracao 1203,0.00199,0.0018,0.0018
1204,Iteracao 1204,0.002592,0.0024,0.0024
1205,Iteracao 1205,0.01067,0.0099,0.0099
1206,Iteracao 1206,0.00199,0.0019,0.0018
1207,Iteracao 1207,0.011337,0.0105,0.0105
1208,Iteracao 1208,0.002356,0.0022,0.0021
1209,Iteracao 1209,0.003033,0.0028,0.0028
1210,Iteracao 1210,0.003518,0.0033,0.0033
1211,Iteracao 1211,0.005066,0.0047,0.0047
1212,Iteracao 1212,0.004313,0.004,0.004
1213,Iteracao 1213,0.005066,0.0047,0.0047
1214,Iteracao 1214,0.006335,0.0059,0.0058
1215,Iteracao 1215,0.002022,0.0019,0.0018
1216,Iteracao 1216,0.004496,0.0042,0.0042
1217,Iteracao 1217,0.037442,0.0355,0.036
1218,Iteracao 1218,0.002646,0.0024,0.0023
1219,Iteracao 1219,0.00313,0.0029,0.0029
1220,Iteracao 1220,0.087287,0.0821,0.0828
1221,Iteracao 1221,0.011455,0.0103,0.0099
1222,Iteracao 1222,0.003216,0.0029,0.0027
1223,Iteracao 1223,0.003141,0.0029,0.0029
1224,Iteracao 1224,0.006368,0.0059,0.0059
1225,Iteracao 1225,0.006217,0.0058,0.0057
1226,Iteracao 1226,0.006378,0.0059,0.0059
1227,Iteracao 1227,0.044897,0.0425,0.0429
1228,Iteracao 1228,0.002528,0.0023,0.0022
1229,Iteracao 1229,0.002571,0.0024,0.0024
1230,Iteracao 1230,0.003345,0.0031,0.0031
1231,Iteracao 1231,0.087405,0.0822,0.0828
1232,Iteracao 1232,0.004044,0.0034,0.0032
1233,Iteracao 1233,0.006938,0.0055,0.0049
1234,Iteracao 1234,0.005045,0.0038,0.0033
1235,Iteracao 1235,0.006454,0.006,0.006
1236,Iteracao 1236,0.010272,0.0096,0.0096
1237,Iteracao 1237,0.002495,0.0023,0.0023
1238,Iteracao 1238,0.001914,0.0018,0.0017
1239,Iteracao 1239,0.007314,0.0068,0.0068
1240,Iteracao 1240,0.005604,0.0052,0.0052
1241,Iteracao 1241,0.001903,0.0017,0.0017
1242,Iteracao 1242,0.002377,0.0022,0.0021
1243,Iteracao 1243,0.002043,0.0019,0.0018
1244,Iteracao 1244,0.005389,0.005,0.0049
1245,Iteracao 1245,0.006034,0.0056,0.0056
1246,Iteracao 1246,0.00214,0.002,0.002
1247,Iteracao 1247,0.004162,0.0039,0.0038
1248,Iteracao 1248,0.001925,0.0017,0.0017
1249,Iteracao 1249,0.001925,0.0018,0.0017
1250,Iteracao 1250,0.002991,0.0028,0.0028
1251,Iteracao 1251,0.005033,0.0047,0.0047
1252,Iteracao 1252,0.00256,0.0024,0.0024
1253,Iteracao 1253,0.002818,0.0026,0.0027
1254,Iteracao 1254,0.005841,0.0057,0.006
1255,Iteracao 1255,0.004055,0.0028,0.0028
1256,Iteracao 1256,0.003303,0.0029,0.0031
1257,Iteracao 1257,0.003646,0.0033,0.0033
1258,Iteracao 1258,0.007895,0.0073,0.0073
1259,Iteracao 1259,0.006809,0.0067,0.007
1260,Iteracao 1260,0.003205,0.0028,0.0027
1261,Iteracao 1261,0.005614,0.0051,0.0051
1262,Iteracao 1262,0.003862,0.0036,0.0036
1263,Iteracao 1263,0.007347,0.0069,0.0068
1264,Iteracao 1264,0.005604,0.0048,0.0044
1265,Iteracao 1265,0.00398,0.0035,0.0037
1266,Iteracao 1266,0.008605,0.0079,0.0078
1267,Iteracao 1267,0.002624,0.0025,0.0024
1268,Iteracao 1268,0.00256,0.0024,0.0023
1269,Iteracao 1269,0.009347,0.0088,0.0088
1270,Iteracao 1270,0.003302,0.003,0.0029
1271,Iteracao 1271,0.008798,0.0082,0.0083
1272,Iteracao 1272,0.076186,0.072,0.0725
1273,Iteracao 1273,0.112693,0.1054,0.1064
1274,Iteracao 1274,0.006744,0.0062,0.006
1275,Iteracao 1275,0.097645,0.0913,0.0917
1276,Iteracao 1276,0.002205,0.002,0.0019
1277,Iteracao 1277,0.007164,0.0067,0.0066
1278,Iteracao 1278,0.00426,0.004,0.004
1279,Iteracao 1279,0.001882,0.0018,0.0017
1280,Iteracao 1280,0.002001,0.0019,0.0018
1281,Iteracao 1281,0.010972,0.0102,0.0102
1282,Iteracao 1282,0.002001,0.0018,0.0018
1283,Iteracao 1283,0.002054,0.0019,0.0019
1284,Iteracao 1284,0.002044,0.0019,0.0018
1285,Iteracao 1285,0.007357,0.0069,0.0068
1286,Iteracao 1286,0.004991,0.0046,0.0046
1287,Iteracao 1287,0.004141,0.0038,0.0038
1288,Iteracao 1288,0.00256,0.0024,0.0023
1289,Iteracao 1289,0.007745,0.0072,0.0072
1290,Iteracao 1290,0.001925,0.0017,0.0017
1291,Iteracao 1291,0.001936,0.0018,0.0018
1292,Iteracao 1292,0.002464,0.0022,0.0022
1293,Iteracao 1293,0.002076,0.0019,0.0019
1294,Iteracao 1294,0.007056,0.0065,0.0065
1295,Iteracao 1295,0.003184,0.003,0.0029
1296,Iteracao 1296,0.005002,0.0047,0.0047
1297,Iteracao 1297,0.006819,0.0063,0.0063
1298,Iteracao 1298,0.004259,0.004,0.004
1299,Iteracao 1299,0.003141,0.0029,0.0028
1300,Iteracao 1300,0.003464,0.0032,0.0032
1301,Iteracao 1301,0.053878,0.0511,0.0517
1302,Iteracao 1302,0.126472,0.1184,0.1187
1303,Iteracao 1303,0.2408,0.225,0.2255
1304,Iteracao 1304,0.002528,0.0023,0.0022
1305,Iteracao 1305,0.005346,0.005,0.005
1306,Iteracao 1306,0.01123,0.0105,0.0104
1307,Iteracao 1307,0.002431,0.0023,0.0023
1308,Iteracao 1308,0.002324,0.0021,0.0021
1309,Iteracao 1309,0.04581,0.0435,0.0442
1310,Iteracao 1310,0.003765,0.0035,0.0035
1311,Iteracao 1311,0.003647,0.0034,0.0028
1312,Iteracao 1312,0.08377,0.0787,0.079
1313,Iteracao 1313,0.007196,0.0067,0.0035
1314,Iteracao 1314,0.126342,0.1182,0.1189
1315,Iteracao 1315,0.00427,0.0035,0.0031
1316,Iteracao 1316,0.0074,0.0067,0.0066
1317,Iteracao 1317,0.005755,0.0053,0.0056
1318,Iteracao 1318,0.005938,0.0056,0.0053
1319,Iteracao 1319,0.003905,0.0038,0.0033
1320,Iteracao 1320,0.017608,0.0162,0.0141
1321,Iteracao 1321,0.004087,0.0037,0.0036
1322,Iteracao 1322,0.047349,0.0447,0.045
1323,Iteracao 1323,0.014833,0.0139,0.014
1324,Iteracao 1324,0.007175,0.0067,0.0067
1325,Iteracao 1325,0.01109,0.0105,0.0108
1326,Iteracao 1326,0.003603,0.0035,0.0032
1327,Iteracao 1327,0.010928,0.0104,0.0104
1328,Iteracao 1328,0.005023,0.0047,0.0046
1329,Iteracao 1329,0.002947,0.0028,0.0028
1330,Iteracao 1330,0.003883,0.0036,0.0035
1331,Iteracao 1331,0.005572,0.0051,0.005
1332,Iteracao 1332,0.002043,0.0019,0.0018
1333,Iteracao 1333,0.004905,0.0045,0.0045
1334,Iteracao 1334,0.005152,0.0048,0.0048
1335,Iteracao 1335,0.001958,0.0018,0.0018
1336,Iteracao 1336,0.003615,0.0034,0.0034
1337,Iteracao 1337,0.00199,0.0018,0.0018
1338,Iteracao 1338,0.002646,0.0025,0.0024
1339,Iteracao 1339,0.002076,0.002,0.0018
1340,Iteracao 1340,0.001797,0.0016,0.0016
1341,Iteracao 1341,0.003313,0.0031,0.0031
1342,Iteracao 1342,0.002033,0.0019,0.0018
1343,Iteracao 1343,0.001979,0.0019,0.0018
1344,Iteracao 1344,0.004872,0.0045,0.0045
1345,Iteracao 1345,0.001851,0.0017,0.0016
1346,Iteracao 1346,0.002484,0.0023,0.0023
1347,Iteracao 1347,0.004367,0.0041,0.004
1348,Iteracao 1348,0.002786,0.0026,0.0026
1349,Iteracao 1349,0.001721,0.0016,0.0016
1350,Iteracao 1350,0.001936,0.0018,0.0017
1351,Iteracao 1351,0.002582,0.0024,0.0023
1352,Iteracao 1352,0.001893,0.0018,0.0017
1353,Iteracao 1353,0.007616,0.0071,0.0071
1354,Iteracao 1354,0.004163,0.0038,0.0038
1355,Iteracao 1355,0.003302,0.0031,0.003
1356,Iteracao 1356,0.004582,0.0034,0.0026
1357,Iteracao 1357,0.003259,0.003,0.0029
1358,Iteracao 1358,0.003625,0.0034,0.0033
1359,Iteracao 1359,0.003464,0.0032,0.0031
1360,Iteracao 1360,0.002657,0.0025,0.0024
1361,Iteracao 1361,0.002625,0.0025,0.0024
1362,Iteracao 1362,0.001968,0.0018,0.0018
1363,Iteracao 1363,0.00199,0.0018,0.0017
1364,Iteracao 1364,0.002183,0.002,0.002
1365,Iteracao 1365,0.002356,0.0022,0.0021
1366,Iteracao 1366,0.001936,0.0018,0.0018
1367,Iteracao 1367,0.001893,0.0018,0.0017
1368,Iteracao 1368,0.003356,0.0031,0.003
1369,Iteracao 1369,0.001893,0.0018,0.0017
1370,Iteracao 1370,0.002011,0.0019,0.0019
1371,Iteracao 1371,0.00185,0.0017,0.0016
1372,Iteracao 1372,0.002614,0.0024,0.0024
1373,Iteracao 1373,0.003151,0.0029,0.0029
1374,Iteracao 1374,0.001872,0.0017,0.0017
1375,Iteracao 1375,0.002689,0.0025,0.0025
1376,Iteracao 1376,0.002302,0.0021,0.0021
1377,Iteracao 1377,0.003216,0.003,0.0029
1378,Iteracao 1378,0.002172,0.002,0.0019
1379,Iteracao 1379,0.004023,0.0037,0.0037
1380,Iteracao 1380,0.002334,0.0022,0.0021
1381,Iteracao 1381,0.00242,0.0022,0.0022
1382,Iteracao 1382,0.008121,0.0075,0.0076
1383,Iteracao 1383,0.001969,0.0018,0.0018
1384,Iteracao 1384,0.001904,0.0018,0.0017
1385,Iteracao 1385,0.005239,0.0049,0.0048
1386,Iteracao 1386,0.004647,0.0043,0.0042
1387,Iteracao 1387,0.050468,0.0476,0.048
1388,Iteracao 1388,0.002528,0.0023,0.0023
1389,Iteracao 1389,0.002926,0.0027,0.0027
1390,Iteracao 1390,0.002894,0.0027,0.0027
1391,Iteracao 1391,0.073895,0.0696,0.0701
1392,Iteracao 1392,0.002721,0.0025,0.0024
1393,Iteracao 1393,0.003646,0.0034,0.0034
1394,Iteracao 1394,0.003377,0.0031,0.0031
1395,Iteracao 1395,0.004184,0.0039,0.0039
1396,Iteracao 1396,0.002324,0.0022,0.0021
1397,Iteracao 1397,0.003173,0.0029,0.0029
1398,Iteracao 1398,0.002302,0.0022,0.0021
1399,Iteracao 1399,0.006045,0.0056,0.0056
1400,Iteracao 1400,0.002194,0.0021,0.002
1401,Iteracao 1401,0.003302,0.003,0.003
1402,Iteracao 1402,0.00199,0.0018,0.0018
1403,Iteracao 1403,0.005099,0.0047,0.0047
1404,Iteracao 1404,0.004453,0.0042,0.0041
1405,Iteracao 1405,0.002452,0.0022,0.0022
1406,Iteracao 1406,0.042068,0.0398,0.0403
1407,Iteracao 1407,0.077295,0.0727,0.0735
1408,Iteracao 1408,0.008057,0.0078,0.0082
1409,Iteracao 1409,0.152039,0.1424,0.1431
1410,Iteracao 1410,0.002926,0.0026,0.0026
1411,Iteracao 1411,0.013456,0.0128,0.013
1412,Iteracao 1412,0.008303,0.0076,0.0073
1413,Iteracao 1413,0.002022,0.0018,0.0018
1414,Iteracao 1414,0.00185,0.0017,0.0017
1415,Iteracao 1415,0.007928,0.0074,0.0073
1416,Iteracao 1416,0.00199,0.0018,0.0018
1417,Iteracao 1417,0.050705,0.0478,0.0484
1418,Iteracao 1418,0.049758,0.0466,0.047
1419,Iteracao 1419,0.176337,0.1651,0.1623
1420,Iteracao 1420,0.002625,0.0024,0.0024
1421,Iteracao 1421,0.010799,0.01,0.0101
1422,Iteracao 1422,0.004883,0.0045,0.0044
1423,Iteracao 1423,0.002538,0.0024,0.0023
1424,Iteracao 1424,0.003227,0.0029,0.0029
1425,Iteracao 1425,0.011187,0.0105,0.0105
1426,Iteracao 1426,0.002571,0.0023,0.0023
1427,Iteracao 1427,0.003947,0.0036,0.0035
1428,Iteracao 1428,0.002678,0.0025,0.0024
1429,Iteracao 1429,0.01068,0.01,0.0101
1430,Iteracao 1430,0.005292,0.004,0.0028
1431,Iteracao 1431,0.005733,0.0053,0.0053
1432,Iteracao 1432,0.00285,0.0027,0.0026
1433,Iteracao 1433,0.005528,0.0051,0.0051
1434,Iteracao 1434,0.002635,0.0024,0.0024
1435,Iteracao 1435,0.001914,0.0018,0.0018
1436,Iteracao 1436,0.00597,0.0056,0.0056
1437,Iteracao 1437,0.055018,0.0528,0.0534
1438,Iteracao 1438,0.003614,0.0032,0.0029
1439,Iteracao 1439,0.206944,0.194,0.1953
1440,Iteracao 1440,0.00469,0.0043,0.0041
1441,Iteracao 1441,0.003334,0.003,0.003
1442,Iteracao 1442,0.004862,0.0043,0.0044
1443,Iteracao 1443,0.004818,0.0045,0.0044
1444,Iteracao 1444,0.003506,0.0032,0.003
1445,Iteracao 1445,0.004593,0.0042,0.0083
1446,Iteracao 1446,0.005378,0.005,0.005
1447,Iteracao 1447,0.003323,0.003,0.0029
1448,Iteracao 1448,0.002464,0.0023,0.0022
1449,Iteracao 1449,0.004378,0.0041,0.0041
1450,Iteracao 1450,0.00256,0.0023,0.0023
1451,Iteracao 1451,0.006691,0.0062,0.0065
1452,Iteracao 1452,0.003409,0.0031,0.003
1453,Iteracao 1453,0.009799,0.0092,0.0091
1454,Iteracao 1454,0.003818,0.0035,0.0036
1455,Iteracao 1455,0.003356,0.0031,0.003
1456,Iteracao 1456,0.012756,0.0119,0.0118
1457,Iteracao 1457,0.002882,0.0027,0.0026
1458,Iteracao 1458,0.102432,0.0962,0.0968
1459,Iteracao 1459,0.103023,0.0967,0.0974
1460,Iteracao 1460,0.008164,0.0078,0.0084
1461,Iteracao 1461,0.141499,0.1325,0.1333
1462,Iteracao 1462,0.00384,0.0035,0.0035
1463,Iteracao 1463,0.01678,0.0152,0.015
1464,Iteracao 1464,0.015425,0.0146,0.0151
1465,Iteracao 1465,0.011014,0.0101,0.0098
1466,Iteracao 1466,0.010445,0.0097,0.0096
1467,Iteracao 1467,0.002603,0.0024,0.0024
1468,Iteracao 1468,0.00469,0.0043,0.0042
1469,Iteracao 1469,0.003034,0.0029,0.0028
1470,Iteracao 1470,0.002463,0.0022,0.0022
1471,Iteracao 1471,0.00384,0.0036,0.0036
1472,Iteracao 1472,0.007175,0.0067,0.0066
1473,Iteracao 1473,0.007755,0.0072,0.0072
1474,Iteracao 1474,0.008541,0.0079,0.0079
1475,Iteracao 1475,0.002335,0.0022,0.0021
1476,Iteracao 1476,0.007519,0.007,0.0069
1477,Iteracao 1477,0.002592,0.0024,0.0023
1478,Iteracao 1478,0.002936,0.0027,0.0027
1479,Iteracao 1479,0.005679,0.0053,0.0052
1480,Iteracao 1480,0.006443,0.006,0.0059
1481,Iteracao 1481,0.002646,0.0025,0.0024
1482,Iteracao 1482,0.062473,0.0592,0.0601
1483,Iteracao 1483,0.00413,0.0038,0.0036
1484,Iteracao 1484,0.190482,0.1785,0.1791
1485,Iteracao 1485,0.012241,0.0114,0.0114
1486,Iteracao 1486,0.012252,0.0114,0.015
1487,Iteracao 1487,0.006217,0.0056,0.0056
1488,Iteracao 1488,0.011595,0.0107,0.0105
1489,Iteracao 1489,0.00241,0.0022,0.0022
1490,Iteracao 1490,0.002463,0.0023,0.0022
1491,Iteracao 1491,0.056201,0.0532,0.0538
1492,Iteracao 1492,0.003636,0.0033,0.0033
1493,Iteracao 1493,0.002979,0.0028,0.0027
1494,Iteracao 1494,0.132076,0.124,0.1254
1495,Iteracao 1495,0.004464,0.0041,0.004
1496,Iteracao 1496,0.233636,0.2187,0.2195
1497,Iteracao 1497,0.060364,0.0568,0.061
1498,Iteracao 1498,0.004615,0.0042,0.0043
1499,Iteracao 1499,0.107454,0.1008,0.1011
1500,Iteracao 1500,0.009713,0.009,0.0089
1501,Iteracao 1501,0.005346,0.005,0.0049
1502,Iteracao 1502,0.017167,0.016,0.0159
1503,Iteracao 1503,0.005152,0.0048,0.0047
1504,Iteracao 1504,0.057029,0.0539,0.0545
1505,Iteracao 1505,0.003378,0.0031,0.003
1506,Iteracao 1506,0.27096,0.2536,0.2548
1507,Iteracao 1507,0.125547,0.1175,0.1177
1508,Iteracao 1508,0.005077,0.0047,0.0047
1509,Iteracao 1509,0.003518,0.0032,0.0032
1510,Iteracao 1510,0.002409,0.0022,0.0022
1511,Iteracao 1511,0.007067,0.0065,0.0065
1512,Iteracao 1512,0.013962,0.013,0.013
1513,Iteracao 1513,0.002722,0.0025,0.0025
1514,Iteracao 1514,0.048134,0.0456,0.0465
1515,Iteracao 1515,0.00412,0.0038,0.0037
1516,Iteracao 1516,0.004023,0.0038,0.0037
1517,Iteracao 1517,0.004614,0.0043,0.0043
1518,Iteracao 1518,0.090471,0.0853,0.0859
1519,Iteracao 1519,0.005679,0.0052,0.0051
1520,Iteracao 1520,0.009734,0.009,0.0091
1521,Iteracao 1521,0.010476,0.0098,0.0097
1522,Iteracao 1522,0.002571,0.0024,0.0024
1523,Iteracao 1523,0.002539,0.0023,0.0023
1524,Iteracao 1524,0.007744,0.0072,0.0072
1525,Iteracao 1525,0.005313,0.005,0.0049
1526,Iteracao 1526,0.052372,0.0495,0.05
1527,Iteracao 1527,0.003087,0.0028,0.0027
1528,Iteracao 1528,0.004926,0.0046,0.0046
1529,Iteracao 1529,0.074304,0.0696,0.0701
1530,Iteracao 1530,0.005518,0.005,0.0048
1531,Iteracao 1531,0.058653,0.0552,0.0556
1532,Iteracao 1532,0.038647,0.0367,0.0371
1533,Iteracao 1533,0.003366,0.0031,0.003
1534,Iteracao 1534,0.08648,0.0812,0.0819
1535,Iteracao 1535,0.096279,0.0914,0.092
1536,Iteracao 1536,0.008014,0.0074,0.0073
1537,Iteracao 1537,0.003506,0.0031,0.003
1538,Iteracao 1538,0.077908,0.0746,0.0753
1539,Iteracao 1539,0.010508,0.0098,0.0102
1540,Iteracao 1540,0.173691,0.1622,0.1619
1541,Iteracao 1541,0.001828,0.0016,0.0016
1542,Iteracao 1542,0.002636,0.0024,0.0024
1543,Iteracao 1543,0.002227,0.0021,0.002
1544,Iteracao 1544,0.044799,0.0425,0.0432
1545,Iteracao 1545,0.008046,0.0076,0.0047
1546,Iteracao 1546,0.00839,0.0079,0.0078
1547,Iteracao 1547,0.008573,0.0079,0.0079
1548,Iteracao 1548,0.002216,0.002,0.0021
1549,Iteracao 1549,0.008476,0.0075,0.0074
1550,Iteracao 1550,0.004927,0.0044,0.0043
1551,Iteracao 1551,0.004023,0.0037,0.0036
1552,Iteracao 1552,0.065678,0.0618,0.0621
1553,Iteracao 1553,0.005013,0.0049,0.0048
1554,Iteracao 1554,0.332346,0.3102,0.3111
1555,Iteracao 1555,0.004647,0.004,0.0034
1556,Iteracao 1556,0.104884,0.0964,0.0957
1557,Iteracao 1557,0.00341,0.0031,0.0032
1558,Iteracao 1558,0.005733,0.0053,0.0053
1559,Iteracao 1559,0.002431,0.0028,0.0028
1560,Iteracao 1560,0.00783,0.0071,0.0071
1561,Iteracao 1561,0.012058,0.0112,0.011
1562,Iteracao 1562,0.004292,0.0039,0.0034
1563,Iteracao 1563,0.05126,0.0497,0.0507
1564,Iteracao 1564,0.003291,0.0028,0.0027
1565,Iteracao 1565,0.003678,0.0034,0.0034
1566,Iteracao 1566,0.003173,0.0029,0.0029
1567,Iteracao 1567,0.006013,0.0052,0.0047
1568,Iteracao 1568,0.005249,0.0047,0.0047
1569,Iteracao 1569,0.005873,0.0054,0.0056
1570,Iteracao 1570,0.00412,0.0038,0.0037
1571,Iteracao 1571,0.00285,0.0028,0.0029
1572,Iteracao 1572,0.006335,0.0061,0.0064
1573,Iteracao 1573,0.002743,0.0025,0.0024
1574,Iteracao 1574,0.003345,0.003,0.0029
1575,Iteracao 1575,0.002098,0.002,0.002
1576,Iteracao 1576,0.003528,0.0033,0.0033
1577,Iteracao 1577,0.003442,0.0032,0.0031
1578,Iteracao 1578,0.001947,0.0018,0.0018
1579,Iteracao 1579,0.002969,0.0028,0.0027
1580,Iteracao 1580,0.003152,0.0029,0.0029
1581,Iteracao 1581,0.001947,0.0018,0.0017
1582,Iteracao 1582,0.002399,0.0023,0.0022
1583,Iteracao 1583,0.00299,0.0028,0.0028
1584,Iteracao 1584,0.001936,0.0018,0.0017
1585,Iteracao 1585,0.001894,0.0017,0.0017
1586,Iteracao 1586,0.005528,0.0051,0.0052
1587,Iteracao 1587,0.002517,0.0023,0.0023
1588,Iteracao 1588,0.00199,0.0019,0.0018
1589,Iteracao 1589,0.002065,0.0019,0.0019
1590,Iteracao 1590,0.003313,0.0031,0.003
1591,Iteracao 1591,0.001807,0.0016,0.0017
1592,Iteracao 1592,0.002151,0.002,0.002
1593,Iteracao 1593,0.001731,0.0016,0.0016
1594,Iteracao 1594,0.001742,0.0016,0.0016
1595,Iteracao 1595,0.002022,0.0019,0.0018
1596,Iteracao 1596,0.002291,0.0021,0.002
1597,Iteracao 1597,0.003452,0.0033,0.0032
1598,Iteracao 1598,0.001818,0.0017,0.0017
1599,Iteracao 1599,0.00356,0.0033,0.0032
1600,Iteracao 1600,0.00314,0.0029,0.0029
1601,Iteracao 1601,0.00185,0.0017,0.0016
1602,Iteracao 1602,0.001904,0.0017,0.0018
1603,Iteracao 1603,0.002409,0.0023,0.0022
