n,Resultado,Tempo_Relogio(ms),Tempo_CPU_Usuario(ms),Tempo_CPU_Sistema(ms)
1604,Iteracao 1604,0.00256,0.0024,0.0024
1605,Iteracao 1605,0.006002,0.0059,0.0061
1606,Iteracao 1606,0.002678,0.0025,0.0023
1607,Iteracao 1607,0.006733,0.0062,0.0061
1608,Iteracao 1608,0.003421,0.003,0.003
1609,Iteracao 1609,0.003077,0.0029,0.0028
1610,Iteracao 1610,0.005561,0.0051,0.005
1611,Iteracao 1611,0.003754,0.0034,0.0034
1612,Iteracao 1612,0.002549,0.0022,0.0021
1613,Iteracao 1613,0.002625,0.0023,0.0026
1614,Iteracao 1614,0.003012,0.0026,0.0027
1615,Iteracao 1615,0.00598,0.0056,0.0055
1616,Iteracao 1616,0.003485,0.0032,0.0037
1617,Iteracao 1617,0.005346,0.005,0.0048
1618,Iteracao 1618,0.003076,0.0029,0.0029
1619,Iteracao 1619,0.002581,0.0026,0.0024
1620,Iteracao 1620,0.003184,0.0029,0.0028
1621,Iteracao 1621,0.003409,0.0031,0.0031
1622,Iteracao 1622,0.005712,0.0041,0.0042
1623,Iteracao 1623,0.006777,0.0061,0.0061
1624,Iteracao 1624,0.002226,0.002,0.0021
1625,Iteracao 1625,0.003345,0.0031,0.0031
1626,Iteracao 1626,0.010649,0.0096,0.0097
1627,Iteracao 1627,0.018533,0.016,0.0151
1628,Iteracao 1628,0.007529,0.007,0.0067
1629,Iteracao 1629,0.007088,0.0067,0.0067
1630,Iteracao 1630,0.003034,0.003,0.0031
1631,Iteracao 1631,0.005615,0.0052,0.0052
1632,Iteracao 1632,0.006056,0.0056,0.0057
1633,Iteracao 1633,0.005206,0.0049,0.0049
1634,Iteracao 1634,0.002947,0.0027,0.003
1635,Iteracao 1635,0.002614,0.0025,0.0025
1636,Iteracao 1636,0.002259,0.0021,0.0024
1637,Iteracao 1637,0.003152,0.0029,0.0029
1638,Iteracao 1638,0.00698,0.0066,0.0067
1639,Iteracao 1639,0.003915,0.0035,0.0034
1640,Iteracao 1640,0.001969,0.0019,0.0018
1641,Iteracao 1641,0.004345,0.004,0.0041
1642,Iteracao 1642,0.002033,0.0019,0.0019
1643,Iteracao 1643,0.004776,0.0044,0.0044
1644,Iteracao 1644,0.005055,0.0047,0.0047
1645,Iteracao 1645,0.002894,0.0027,0.0027
1646,Iteracao 1646,0.002528,0.0023,0.0023
1647,Iteracao 1647,0.004722,0.0044,0.0043
1648,Iteracao 1648,0.001828,0.0017,0.0017
1649,Iteracao 1649,0.005916,0.0055,0.0055
1650,Iteracao 1650,0.002979,0.0028,0.0027
1651,Iteracao 1651,0.002657,0.0025,0.0023
1652,Iteracao 1652,0.006292,0.0058,0.0058
1653,Iteracao 1653,0.006185,0.006,0.0062
1654,Iteracao 1654,0.003926,0.0033,0.0028
1655,Iteracao 1655,0.002463,0.0023,0.0022
1656,Iteracao 1656,0.005238,0.0048,0.0048
1657,Iteracao 1657,0.002614,0.0024,0.0023
1658,Iteracao 1658,0.009401,0.0087,0.0086
1659,Iteracao 1659,0.005486,0.005,0.005
1660,Iteracao 1660,0.002775,0.0025,0.0025
1661,Iteracao 1661,0.008852,0.0082,0.008
1662,Iteracao 1662,0.008853,0.0082,0.0084
1663,Iteracao 1663,0.076691,0.0714,0.0075
1664,Iteracao 1664,0.002183,0.002,0.0019
1665,Iteracao 1665,0.004539,0.0042,0.0041
1666,Iteracao 1666,0.063925,0.0602,0.0607
1667,Iteracao 1667,0.002872,0.0026,0.0025
1668,Iteracao 1668,0.004959,0.0046,0.0046
1669,Iteracao 1669,0.049952,0.0472,0.0475
1670,Iteracao 1670,0.002022,0.0019,0.0018
1671,Iteracao 1671,0.008573,0.008,0.0079
1672,Iteracao 1672,0.004754,0.0044,0.0044
1673,Iteracao 1673,0.001947,0.0018,0.0018
1674,Iteracao 1674,0.002969,0.0027,0.0027
1675,Iteracao 1675,0.001818,0.0017,0.0016
1676,Iteracao 1676,0.006153,0.0057,0.0057
1677,Iteracao 1677,0.001914,0.0017,0.0018
1678,Iteracao 1678,0.001872,0.0018,0.0017
1679,Iteracao 1679,0.003302,0.0031,0.003
1680,Iteracao 1680,0.003119,0.0029,0.0029
1681,Iteracao 1681,0.001785,0.0016,0.0015
1682,Iteracao 1682,0.002119,0.0019,0.0019
1683,Iteracao 1683,0.003205,0.003,0.0029
1684,Iteracao 1684,0.00186,0.0017,0.0017
1685,Iteracao 1685,0.001882,0.0017,0.0017
1686,Iteracao 1686,0.001764,0.0016,0.0016
1687,Iteracao 1687,0.002905,0.0027,0.0027
1688,Iteracao 1688,0.003657,0.0034,0.0033
1689,Iteracao 1689,0.002452,0.0023,0.0022
1690,Iteracao 1690,0.001829,0.0017,0.0016
1691,Iteracao 1691,0.002076,0.0019,0.0018
1692,Iteracao 1692,0.001861,0.0017,0.0017
1693,Iteracao 1693,0.00668,0.0062,0.0062
1694,Iteracao 1694,0.003937,0.0036,0.0036
1695,Iteracao 1695,0.002012,0.0018,0.0018
1696,Iteracao 1696,0.002001,0.0018,0.0018
1697,Iteracao 1697,0.004227,0.004,0.0039
1698,Iteracao 1698,0.003894,0.0036,0.0036
1699,Iteracao 1699,0.001796,0.0017,0.0017
1700,Iteracao 1700,0.002227,0.0021,0.002
1701,Iteracao 1701,0.002065,0.0019,0.0019
1702,Iteracao 1702,0.002582,0.0025,0.0024
1703,Iteracao 1703,0.001904,0.0017,0.0017
1704,Iteracao 1704,0.003323,0.0031,0.003
1705,Iteracao 1705,0.00171,0.0015,0.0015
1706,Iteracao 1706,0.007002,0.0065,0.0064
1707,Iteracao 1707,0.001871,0.0018,0.0017
1708,Iteracao 1708,0.00697,0.0065,0.0064
1709,Iteracao 1709,0.006336,0.0059,0.0058
1710,Iteracao 1710,0.002828,0.0027,0.0026
1711,Iteracao 1711,0.002807,0.0026,0.0026
1712,Iteracao 1712,0.057976,0.0549,0.0554
1713,Iteracao 1713,0.101635,0.0957,0.0967
1714,Iteracao 1714,0.006389,0.0059,0.0055
1715,Iteracao 1715,0.157169,0.1472,0.1478
1716,Iteracao 1716,0.002679,0.0024,0.0023
1717,Iteracao 1717,0.008229,0.0076,0.0076
1718,Iteracao 1718,0.005238,0.0048,0.0048
1719,Iteracao 1719,0.009336,0.0087,0.0086
1720,Iteracao 1720,0.006271,0.0059,0.0058
1721,Iteracao 1721,0.003335,0.003,0.0031
1722,Iteracao 1722,0.010196,0.0095,0.0094
1723,Iteracao 1723,0.005303,0.0049,0.0048
1724,Iteracao 1724,0.00455,0.0043,0.0042
1725,Iteracao 1725,0.007841,0.0073,0.0072
1726,Iteracao 1726,0.00426,0.004,0.0039
1727,Iteracao 1727,0.003743,0.0035,0.0034
1728,Iteracao 1728,0.002539,0.0023,0.0023
1729,Iteracao 1729,0.003119,0.0029,0.0028
1730,Iteracao 1730,0.011046,0.0102,0.0102
1731,Iteracao 1731,0.002334,0.0021,0.0021
1732,Iteracao 1732,0.004421,0.0041,0.0041
1733,Iteracao 1733,0.003442,0.0031,0.0032
1734,Iteracao 1734,0.003141,0.0029,0.0028
1735,Iteracao 1735,0.002377,0.0022,0.0022
1736,Iteracao 1736,0.002463,0.0023,0.0022
1737,Iteracao 1737,0.002355,0.0022,0.0021
1738,Iteracao 1738,0.006067,0.0056,0.0056
1739,Iteracao 1739,0.002463,0.0022,0.0022
1740,Iteracao 1740,0.003722,0.0034,0.0034
1741,Iteracao 1741,0.002721,0.0025,0.0025
1742,Iteracao 1742,0.002216,0.002,0.002
1743,Iteracao 1743,0.00256,0.0023,0.0023
1744,Iteracao 1744,0.003948,0.0037,0.0037
1745,Iteracao 1745,0.004431,0.0041,0.0041
1746,Iteracao 1746,0.002496,0.0023,0.0023
1747,Iteracao 1747,0.008885,0.0082,0.0082
1748,Iteracao 1748,0.004034,0.0038,0.0038
1749,Iteracao 1749,0.006593,0.0062,0.006
1750,Iteracao 1750,0.00625,0.0058,0.0057
1751,Iteracao 1751,0.006594,0.0062,0.0061
1752,Iteracao 1752,0.055652,0.0526,0.0532
1753,Iteracao 1753,0.011144,0.0104,0.0111
1754,Iteracao 1754,0.237691,0.2224,0.2233
1755,Iteracao 1755,0.006174,0.0055,0.0056
1756,Iteracao 1756,0.007863,0.0071,0.0068
1757,Iteracao 1757,0.010875,0.0101,0.0098
1758,Iteracao 1758,0.0128,0.0119,0.0118
1759,Iteracao 1759,0.076767,0.0726,0.0733
1760,Iteracao 1760,0.004335,0.0039,0.0037
1761,Iteracao 1761,0.229767,0.2149,0.2156
1762,Iteracao 1762,0.08378,0.0785,0.0791
1763,Iteracao 1763,0.058159,0.0552,0.0557
1764,Iteracao 1764,0.006195,0.0059,0.0071
1765,Iteracao 1765,0.009724,0.009,0.0101
1766,Iteracao 1766,0.019511,0.0181,0.018
1767,Iteracao 1767,0.005238,0.0049,0.0049
1768,Iteracao 1768,0.00882,0.0082,0.008
1769,Iteracao 1769,0.004614,0.0043,0.0041
1770,Iteracao 1770,0.005905,0.0049,0.0049
1771,Iteracao 1771,0.005131,0.0047,0.0047
1772,Iteracao 1772,0.009121,0.0087,0.0086
1773,Iteracao 1773,0.012198,0.0114,0.011
1774,Iteracao 1774,0.003474,0.0031,0.0029
1775,Iteracao 1775,0.004991,0.0044,0.0043
1776,Iteracao 1776,0.004055,0.0038,0.0038
1777,Iteracao 1777,0.007335,0.0069,0.0075
1778,Iteracao 1778,0.003969,0.0037,0.003
1779,Iteracao 1779,0.007787,0.0073,0.0072
1780,Iteracao 1780,0.003732,0.0036,0.0036
1781,Iteracao 1781,0.003044,0.0028,0.0027
1782,Iteracao 1782,0.004948,0.0045,0.0044
1783,Iteracao 1783,0.004335,0.0042,0.0048
1784,Iteracao 1784,0.004506,0.004,0.0041
1785,Iteracao 1785,0.009552,0.0093,0.009
1786,Iteracao 1786,0.003334,0.0029,0.0028
1787,Iteracao 1787,0.003452,0.0029,0.0029
1788,Iteracao 1788,0.008325,0.0078,0.0079
1789,Iteracao 1789,0.003109,0.0029,0.0029
1790,Iteracao 1790,0.010283,0.0096,0.0096
1791,Iteracao 1791,0.003377,0.0031,0.003
1792,Iteracao 1792,0.006981,0.0065,0.0065
1793,Iteracao 1793,0.004604,0.0042,0.0042
1794,Iteracao 1794,0.003217,0.0029,0.0028
1795,Iteracao 1795,0.002861,0.0026,0.0026
1796,Iteracao 1796,0.149535,0.1424,0.144
1797,Iteracao 1797,0.007185,0.0067,0.0065
1798,Iteracao 1798,0.006433,0.006,0.006
1799,Iteracao 1799,0.007056,0.0066,0.0066
1800,Iteracao 1800,0.006292,0.0059,0.0058
1801,Iteracao 1801,0.002861,0.0026,0.0027
1802,Iteracao 1802,0.002872,0.0026,0.0027
1803,Iteracao 1803,0.0896,0.0841,0.0848
1804,Iteracao 1804,0.004948,0.0039,0.0037
1805,Iteracao 1805,0.002818,0.0027,0.0026
1806,Iteracao 1806,0.003195,0.0029,0.0028
1807,Iteracao 1807,0.074229,0.0698,0.0707
1808,Iteracao 1808,0.003528,0.0033,0.0032
1809,Iteracao 1809,0.002679,0.0024,0.0024
1810,Iteracao 1810,0.007131,0.0066,0.0067
1811,Iteracao 1811,0.008756,0.0088,0.009
1812,Iteracao 1812,0.00326,0.0032,0.0031
1813,Iteracao 1813,0.008584,0.0078,0.0078
1814,Iteracao 1814,0.002614,0.0025,0.0025
1815,Iteracao 1815,0.002764,0.0025,0.0025
1816,Iteracao 1816,0.001936,0.0018,0.0017
1817,Iteracao 1817,0.002001,0.0019,0.0018
1818,Iteracao 1818,0.0044,0.0041,0.0041
1819,Iteracao 1819,0.001872,0.0018,0.0017
1820,Iteracao 1820,0.002323,0.0021,0.0022
1821,Iteracao 1821,0.004303,0.004,0.004
1822,Iteracao 1822,0.003614,0.0034,0.0033
1823,Iteracao 1823,0.001731,0.0016,0.0015
1824,Iteracao 1824,0.004851,0.0034,0.0026
1825,Iteracao 1825,0.002356,0.0022,0.0022
1826,Iteracao 1826,0.001893,0.0017,0.0017
1827,Iteracao 1827,0.002055,0.0023,0.0023
1828,Iteracao 1828,0.002775,0.0025,0.0028
1829,Iteracao 1829,0.005508,0.0053,0.0054
1830,Iteracao 1830,0.005228,0.0047,0.0044
1831,Iteracao 1831,0.002797,0.0024,0.0023
1832,Iteracao 1832,0.003077,0.0028,0.0028
1833,Iteracao 1833,0.003076,0.0028,0.0027
1834,Iteracao 1834,0.002528,0.0022,0.0021
1835,Iteracao 1835,0.00199,0.0018,0.0018
1836,Iteracao 1836,0.00242,0.0023,0.0022
1837,Iteracao 1837,0.004561,0.0042,0.0043
1838,Iteracao 1838,0.001861,0.0017,0.0017
1839,Iteracao 1839,0.002151,0.0019,0.0019
1840,Iteracao 1840,0.002151,0.0019,0.0019
1841,Iteracao 1841,0.002238,0.0021,0.0022
1842,Iteracao 1842,0.002,0.0018,0.0018
1843,Iteracao 1843,0.007874,0.0073,0.0073
1844,Iteracao 1844,0.005765,0.0054,0.0054
1845,Iteracao 1845,0.003313,0.0031,0.003
1846,Iteracao 1846,0.002302,0.0022,0.0021
1847,Iteracao 1847,0.004657,0.0044,0.0043
1848,Iteracao 1848,0.003775,0.0035,0.0035
1849,Iteracao 1849,0.014242,0.0136,0.0133
1850,Iteracao 1850,0.002689,0.0024,0.002
1851,Iteracao 1851,0.004249,0.004,0.0041
1852,Iteracao 1852,0.004625,0.0042,0.0043
1853,Iteracao 1853,0.003603,0.0032,0.0032
1854,Iteracao 1854,0.002689,0.0024,0.0022
1855,Iteracao 1855,0.003549,0.0032,0.0032
1856,Iteracao 1856,0.003776,0.0034,0.0032
1857,Iteracao 1857,0.002528,0.0022,0.0022
1858,Iteracao 1858,0.003162,0.0029,0.0029
1859,Iteracao 1859,0.012369,0.0116,0.0117
1860,Iteracao 1860,0.002968,0.0028,0.0028
1861,Iteracao 1861,0.002603,0.0024,0.0022
1862,Iteracao 1862,0.005067,0.0047,0.0047
1863,Iteracao 1863,0.001979,0.0018,0.0018
1864,Iteracao 1864,0.002883,0.0027,0.0026
1865,Iteracao 1865,0.001904,0.0017,0.0017
1866,Iteracao 1866,0.002216,0.002,0.002
1867,Iteracao 1867,0.002001,0.0019,0.0018
1868,Iteracao 1868,0.002022,0.0018,0.0018
1869,Iteracao 1869,0.00185,0.0017,0.0017
1870,Iteracao 1870,0.003775,0.0035,0.0034
1871,Iteracao 1871,0.004959,0.0046,0.0044
1872,Iteracao 1872,0.001786,0.0017,0.0016
1873,Iteracao 1873,0.010347,0.0096,0.0097
1874,Iteracao 1874,0.102894,0.0968,0.0973
1875,Iteracao 1875,0.003345,0.003,0.0029
1876,Iteracao 1876,0.10994,0.1037,0.1049
1877,Iteracao 1877,0.004065,0.0037,0.0035
1878,Iteracao 1878,0.010175,0.0095,0.0094
1879,Iteracao 1879,0.00598,0.0058,0.0058
1880,Iteracao 1880,0.008089,0.0075,0.0075
1881,Iteracao 1881,0.007648,0.0071,0.0072
1882,Iteracao 1882,0.00371,0.0034,0.0033
1883,Iteracao 1883,0.008594,0.0082,0.0056
1884,Iteracao 1884,0.006508,0.0057,0.0055
1885,Iteracao 1885,0.013725,0.0126,0.0124
1886,Iteracao 1886,0.002227,0.0021,0.002
1887,Iteracao 1887,0.003517,0.0033,0.0032
1888,Iteracao 1888,0.003679,0.0037,0.0037
1889,Iteracao 1889,0.006002,0.0059,0.0058
1890,Iteracao 1890,0.003173,0.0028,0.0028
1891,Iteracao 1891,0.002334,0.0021,0.0021
1892,Iteracao 1892,0.002732,0.0024,0.0025
1893,Iteracao 1893,0.002539,0.0023,0.0021
1894,Iteracao 1894,0.006195,0.0061,0.0064
1895,Iteracao 1895,0.00313,0.0028,0.0028
1896,Iteracao 1896,0.005485,0.0051,0.0049
1897,Iteracao 1897,0.003582,0.0033,0.0033
1898,Iteracao 1898,0.002431,0.0022,0.0021
1899,Iteracao 1899,0.009702,0.0086,0.0082
1900,Iteracao 1900,0.002689,0.0024,0.0026
1901,Iteracao 1901,0.0047,0.0045,0.0046
1902,Iteracao 1902,0.007562,0.0069,0.0067
1903,Iteracao 1903,0.004173,0.0038,0.0038
1904,Iteracao 1904,0.079102,0.0745,0.0751
1905,Iteracao 1905,0.183232,0.1717,0.1727
1906,Iteracao 1906,0.201959,0.189,0.1899
1907,Iteracao 1907,0.003442,0.0031,0.0031
1908,Iteracao 1908,0.007217,0.0067,0.0067
1909,Iteracao 1909,0.009046,0.0084,0.0085
1910,Iteracao 1910,0.002905,0.0052,0.0058
1911,Iteracao 1911,0.00341,0.0031,0.003
1912,Iteracao 1912,0.010562,0.0097,0.0094
1913,Iteracao 1913,0.055491,0.0527,0.0534
1914,Iteracao 1914,0.086824,0.084,0.0849
1915,Iteracao 1915,0.066538,0.0624,0.0626
1916,Iteracao 1916,0.002044,0.0019,0.0018
1917,Iteracao 1917,0.002431,0.0023,0.0023
1918,Iteracao 1918,0.002969,0.0027,0.0027
1919,Iteracao 1919,0.004819,0.0045,0.0045
1920,Iteracao 1920,0.002044,0.0019,0.0019
1921,Iteracao 1921,0.001818,0.0017,0.0017
1922,Iteracao 1922,0.001936,0.0018,0.0018
1923,Iteracao 1923,0.005292,0.0049,0.0049
1924,Iteracao 1924,0.001742,0.0016,0.0016
1925,Iteracao 1925,0.002055,0.0019,0.0018
1926,Iteracao 1926,0.001904,0.0018,0.0017
1927,Iteracao 1927,0.046671,0.0442,0.0452
1928,Iteracao 1928,0.006207,0.0059,0.0059
1929,Iteracao 1929,0.003539,0.0032,0.0028
1930,Iteracao 1930,0.003528,0.0033,0.0032
1931,Iteracao 1931,0.002667,0.0024,0.0025
1932,Iteracao 1932,0.065925,0.0623,0.0627
1933,Iteracao 1933,0.004485,0.0041,0.0042
1934,Iteracao 1934,0.003646,0.0034,0.0033
1935,Iteracao 1935,0.007927,0.0075,0.0076
1936,Iteracao 1936,0.009186,0.0086,0.0085
1937,Iteracao 1937,0.002399,0.0021,0.0021
1938,Iteracao 1938,0.011186,0.0106,0.0107
1939,Iteracao 1939,0.002776,0.0026,0.0027
1940,Iteracao 1940,0.004378,0.0041,0.0042
1941,Iteracao 1941,0.057363,0.0543,0.0556
1942,Iteracao 1942,0.004603,0.004,0.0031
1943,Iteracao 1943,0.002893,0.0026,0.0025
1944,Iteracao 1944,0.109982,0.1036,0.1042
1945,Iteracao 1945,0.008799,0.0081,0.008
1946,Iteracao 1946,0.006239,0.0057,0.0058
1947,Iteracao 1947,0.007153,0.0066,0.0065
1948,Iteracao 1948,0.001969,0.0018,0.0017
1949,Iteracao 1949,0.0027,0.0025,0.0024
1950,Iteracao 1950,0.006669,0.0062,0.0062
1951,Iteracao 1951,0.002807,0.0026,0.0026
1952,Iteracao 1952,0.002291,0.0021,0.0021
1953,Iteracao 1953,0.001753,0.0016,0.0016
1954,Iteracao 1954,0.002979,0.0027,0.0027
1955,Iteracao 1955,0.001979,0.0018,0.0018
1956,Iteracao 1956,0.004346,0.004,0.004
1957,Iteracao 1957,0.006443,0.006,0.006
1958,Iteracao 1958,0.004001,0.0037,0.0037
1959,Iteracao 1959,0.004732,0.0044,0.0044
1960,Iteracao 1960,0.001915,0.0017,0.0018
1961,Iteracao 1961,0.001839,0.0017,0.0017
1962,Iteracao 1962,0.04807,0.0454,0.0459
1963,Iteracao 1963,0.252728,0.2363,0.2372
1964,Iteracao 1964,0.236131,0.2205,0.2207
1965,Iteracao 1965,0.002603,0.0024,0.0022
1966,Iteracao 1966,0.096731,0.0911,0.092
1967,Iteracao 1967,0.007045,0.0064,0.0062
1968,Iteracao 1968,0.002721,0.0024,0.0024
1969,Iteracao 1969,0.002571,0.0024,0.0023
1970,Iteracao 1970,0.006002,0.0057,0.0058
1971,Iteracao 1971,0.016715,0.0155,0.0119
1972,Iteracao 1972,0.00284,0.0026,0.0025
1973,Iteracao 1973,0.001818,0.0016,0.0016
1974,Iteracao 1974,0.003442,0.0032,0.0032
1975,Iteracao 1975,0.003485,0.0032,0.0032
1976,Iteracao 1976,0.002592,0.0024,0.0024
1977,Iteracao 1977,0.001871,0.0018,0.0016
1978,Iteracao 1978,0.004776,0.0044,0.0044
1979,Iteracao 1979,0.007809,0.0073,0.0073
1980,Iteracao 1980,0.004722,0.0044,0.0044
1981,Iteracao 1981,0.001861,0.0017,0.0017
1982,Iteracao 1982,0.004173,0.0039,0.0039
1983,Iteracao 1983,0.004797,0.0045,0.0044
1984,Iteracao 1984,0.001947,0.0018,0.0018
1985,Iteracao 1985,0.04993,0.0471,0.0476
1986,Iteracao 1986,0.055287,0.0519,0.0524
1987,Iteracao 1987,0.002872,0.0026,0.0026
1988,Iteracao 1988,0.063676,0.0599,0.0603
1989,Iteracao 1989,0.002022,0.0019,0.0017
1990,Iteracao 1990,0.001893,0.0018,0.0017
1991,Iteracao 1991,0.002484,0.0023,0.0023
1992,Iteracao 1992,0.006894,0.0065,0.0066
1993,Iteracao 1993,0.002377,0.0022,0.0021
1994,Iteracao 1994,0.008196,0.0076,0.0074
1995,Iteracao 1995,0.001904,0.0017,0.0017
1996,Iteracao 1996,0.006045,0.0056,0.0056
1997,Iteracao 1997,0.001871,0.0017,0.0017
1998,Iteracao 1998,0.039647,0.0376,0.0381
1999,Iteracao 1999,0.006992,0.0055,0.0046
2000,Iteracao 2000,0.002141,0.0019,0.0019
2001,Iteracao 2001,0.056545,0.0533,0.0538
2002,Iteracao 2002,0.002646,0.0024,0.0023
2003,Iteracao 2003,0.206337,0.1928,0.1931
2004,Iteracao 2004,0.016962,0.0158,0.0159
2005,Iteracao 2005,0.002743,0.0025,0.0025
2006,Iteracao 2006,0.005787,0.0054,0.0054
2007,Iteracao 2007,0.007959,0.0075,0.0076
2008,Iteracao 2008,0.001797,0.0016,0.0016
2009,Iteracao 2009,0.001979,0.0019,0.0018
2010,Iteracao 2010,0.00313,0.0029,0.0029
2011,Iteracao 2011,0.001828,0.0017,0.0016
2012,Iteracao 2012,0.004818,0.0045,0.0044
2013,Iteracao 2013,0.001817,0.0016,0.0016
2014,Iteracao 2014,0.002603,0.0024,0.0025
2015,Iteracao 2015,0.003937,0.0036,0.0036
2016,Iteracao 2016,0.002173,0.002,0.002
2017,Iteracao 2017,0.039228,0.0372,0.0376
2018,Iteracao 2018,0.00241,0.0021,0.0021
2019,Iteracao 2019,0.003635,0.0034,0.0034
2020,Iteracao 2020,0.049511,0.0461,0.0462
2021,Iteracao 2021,0.002388,0.0021,0.0021
2022,Iteracao 2022,0.021061,0.0199,0.0202
2023,Iteracao 2023,0.002366,0.0022,0.002
2024,Iteracao 2024,0.002431,0.0022,0.0022
2025,Iteracao 2025,0.009079,0.0085,0.0087
2026,Iteracao 2026,0.005895,0.0056,0.0056
2027,Iteracao 2027,0.002936,0.0027,0.0026
2028,Iteracao 2028,0.011487,0.0104,0.0102
2029,Iteracao 2029,0.003754,0.0034,0.0033
2030,Iteracao 2030,0.002936,0.0027,0.0027
2031,Iteracao 2031,0.003366,0.0031,0.0028
2032,Iteracao 2032,0.002474,0.0022,0.0022
2033,Iteracao 2033,0.015339,0.0144,0.0143
2034,Iteracao 2034,0.002732,0.0024,0.0022
2035,Iteracao 2035,0.003636,0.0031,0.0031
2036,Iteracao 2036,0.003076,0.0028,0.0027
2037,Iteracao 2037,0.004786,0.0046,0.0045
2038,Iteracao 2038,0.002732,0.0025,0.0025
2039,Iteracao 2039,0.003819,0.0035,0.0035
2040,Iteracao 2040,0.005733,0.0052,0.0049
2041,Iteracao 2041,0.008207,0.0076,0.0042
2042,Iteracao 2042,0.00271,0.0025,0.0023
2043,Iteracao 2043,0.002635,0.0023,0.0026
2044,Iteracao 2044,0.008594,0.008,0.0079
2045,Iteracao 2045,0.005841,0.0059,0.0057
2046,Iteracao 2046,0.002377,0.0021,0.002
2047,Iteracao 2047,0.006616,0.0061,0.006
2048,Iteracao 2048,0.006529,0.006,0.006
2049,Iteracao 2049,0.005787,0.0054,0.0053
2050,Iteracao 2050,0.002614,0.0023,0.0021
2051,Iteracao 2051,0.003518,0.0031,0.003
2052,Iteracao 2052,0.002742,0.0025,0.0024
2053,Iteracao 2053,0.003162,0.0029,0.0032
2054,Iteracao 2054,0.003474,0.0032,0.0032
2055,Iteracao 2055,0.011983,0.0111,0.0112
2056,Iteracao 2056,0.00242,0.0022,0.0021
2057,Iteracao 2057,0.005679,0.0053,0.0053
2058,Iteracao 2058,0.007196,0.0066,0.0064
2059,Iteracao 2059,0.004743,0.0045,0.0044
2060,Iteracao 2060,0.00312,0.0029,0.0029
2061,Iteracao 2061,0.002216,0.002,0.002
2062,Iteracao 2062,0.006121,0.0056,0.0056
2063,Iteracao 2063,0.002926,0.0027,0.0028
2064,Iteracao 2064,0.002517,0.0023,0.0022
2065,Iteracao 2065,0.002506,0.0023,0.0025
2066,Iteracao 2066,0.002237,0.002,0.0019
2067,Iteracao 2067,0.009938,0.0093,0.0094
2068,Iteracao 2068,0.00412,0.0038,0.0038
2069,Iteracao 2069,0.00441,0.0041,0.004
2070,Iteracao 2070,0.003431,0.0032,0.0031
2071,Iteracao 2071,0.002958,0.0027,0.0027
2072,Iteracao 2072,0.005196,0.0049,0.0049
2073,Iteracao 2073,0.002538,0.0021,0.002
2074,Iteracao 2074,0.005507,0.0047,0.0044
2075,Iteracao 2075,0.009508,0.0087,0.0085
2076,Iteracao 2076,0.001903,0.0016,0.0016
2077,Iteracao 2077,0.001688,0.0016,0.0015
2078,Iteracao 2078,0.004701,0.0044,0.0045
2079,Iteracao 2079,0.002516,0.0023,0.0022
2080,Iteracao 2080,0.001958,0.0018,0.0017
2081,Iteracao 2081,0.001817,0.0017,0.0017
2082,Iteracao 2082,0.002356,0.0022,0.0021
2083,Iteracao 2083,0.001775,0.0017,0.0016
2084,Iteracao 2084,0.001979,0.0018,0.0018
2085,Iteracao 2085,0.004808,0.0044,0.0044
2086,Iteracao 2086,0.002646,0.0025,0.0024
2087,Iteracao 2087,0.002506,0.0023,0.0023
2088,Iteracao 2088,0.001635,0.0015,0.0015
2089,Iteracao 2089,0.002141,0.002,0.002
2090,Iteracao 2090,0.002302,0.0022,0.0021
2091,Iteracao 2091,0.002162,0.002,0.002
2092,Iteracao 2092,0.002109,0.002,0.0019
2093,Iteracao 2093,0.005249,0.0049,0.0049
2094,Iteracao 2094,0.003635,0.0034,0.0033
2095,Iteracao 2095,0.003614,0.0033,0.0033
2096,Iteracao 2096,0.002248,0.0021,0.002
2097,Iteracao 2097,0.001796,0.0017,0.0016
2098,Iteracao 2098,0.002538,0.0023,0.0023
2099,Iteracao 2099,0.002614,0.0024,0.0024
2100,Iteracao 2100,0.005087,0.0047,0.0047
2101,Iteracao 2101,0.003194,0.0029,0.003
2102,Iteracao 2102,0.001774,0.0017,0.0016
2103,Iteracao 2103,0.003313,0.003,0.0031
2104,Iteracao 2104,0.0027,0.0025,0.0024
2105,Iteracao 2105,0.001786,0.0017,0.0016
2106,Iteracao 2106,0.00455,0.0042,0.0042
2107,Iteracao 2107,0.004431,0.0041,0.0041
2108,Iteracao 2108,0.001785,0.0017,0.0016
2109,Iteracao 2109,0.003399,0.0031,0.0031
2110,Iteracao 2110,0.012843,0.012,0.0119
2111,Iteracao 2111,0.003991,0.0037,0.0037
2112,Iteracao 2112,0.063398,0.0597,0.0601
2113,Iteracao 2113,0.003721,0.0035,0.0033
2114,Iteracao 2114,0.002076,0.002,0.0019
2115,Iteracao 2115,0.048059,0.0454,0.0458
2116,Iteracao 2116,0.003033,0.0028,0.0028
2117,Iteracao 2117,0.002635,0.0025,0.0025
2118,Iteracao 2118,0.004217,0.0039,0.0039
2119,Iteracao 2119,0.00199,0.0019,0.0018
2120,Iteracao 2120,0.00327,0.003,0.003
2121,Iteracao 2121,0.004044,0.0037,0.0036
2122,Iteracao 2122,0.0017,0.0016,0.0016
