rotulo fase id_evento id_estrutura tempo endereco tamanho
L 0 99 0 0.045011037 1 32
L 0 100 0 0.045012035 2 32
L 0 101 0 0.045013311 3 32
L 0 102 0 0.045060818 20 32
L 0 103 0 0.045061806 0 32
L 0 104 0 0.045063679 1 32
L 0 105 0 0.045064698 2 32
L 0 106 0 0.045065747 3 32
L 0 107 0 0.045278937 21 32
L 0 108 0 0.045281242 0 32
L 0 109 0 0.045283310 1 32
L 0 110 0 0.045284349 2 32
L 0 111 0 0.045285625 3 32
L 0 112 0 0.045504011 22 32
L 0 113 0 0.045506975 0 32
L 0 114 0 0.045509125 1 32
L 0 115 0 0.045510206 2 32
L 0 116 0 0.045516030 3 32
L 0 117 0 0.244837196 23 32
L 0 118 0 0.244851488 0 32
L 0 119 0 0.244858979 1 32
L 0 120 0 0.244860234 2 32
L 0 121 0 0.244861489 3 32
L 0 122 0 0.245021482 24 32
L 0 123 0 0.245024816 0 32
L 0 124 0 0.245027687 1 32
L 0 125 0 0.245028644 2 32
L 0 126 0 0.245030897 3 32
L 0 127 0 0.245132867 25 32
L 0 128 0 0.245135378 0 32
L 0 129 0 0.245138320 1 32
L 0 130 0 0.245139195 2 32
L 0 131 0 0.245141500 3 32
L 0 132 0 0.245266498 26 32
L 0 133 0 0.245268813 0 32
L 0 134 0 0.245271210 1 32
L 0 135 0 0.245272548 2 32
L 0 136 0 0.245273773 3 32
L 0 137 0 0.245427694 27 32
L 0 138 0 0.245430236 0 32
L 0 139 0 0.245433436 1 32
L 0 140 0 0.245434588 2 32
L 0 141 0 0.245436718 3 32
L 0 142 0 0.245589848 28 32
L 0 143 0 0.245592101 0 32
L 0 144 0 0.245594571 1 32
L 0 145 0 0.245595867 2 32
L 0 146 0 0.245597720 3 32
L 0 147 0 0.245760820 29 32
L 0 148 0 0.245762981 0 32
L 0 149 0 0.245765121 1 32
L 0 150 0 0.245766088 2 32
L 0 151 0 0.245767467 3 32
L 0 152 0 0.245918425 30 32
L 0 153 0 0.245920596 0 32
L 0 154 0 0.245922428 1 32
L 0 155 0 0.245923261 2 32
L 0 156 0 0.245924476 3 32
L 0 157 0 0.246264989 31 32
L 0 158 0 0.246269537 0 32
L 0 159 0 0.246272181 1 32
L 0 160 0 0.246273478 2 32
L 0 161 0 0.246274548 3 32
L 0 162 0 0.246576012 32 32
L 0 163 0 0.246579871 0 32
L 0 164 0 0.246582464 1 32
L 0 165 0 0.246583914 2 32
L 0 166 0 0.246585334 3 32
L 0 167 0 0.246862968 33 32
L 0 168 0 0.246867104 0 32
L 0 169 0 0.246869975 1 32
L 0 170 0 0.246871107 2 32
L 0 171 0 0.246873124 3 32
L 0 172 0 0.247054786 34 32
L 0 173 0 0.247057163 0 32
L 0 174 0 0.247059942 1 32
L 0 175 0 0.247061454 2 32
L 0 176 0 0.247063831 3 32
L 0 177 0 0.247227713 35 32
L 0 178 0 0.247230378 0 32
L 0 179 0 0.247233033 1 32
L 0 180 0 0.247234720 2 32
L 0 181 0 0.247236336 3 32
L 0 182 0 0.247456523 36 32
L 0 183 0 0.247459270 0 32
L 0 184 0 0.247461966 1 32
L 0 185 0 0.247462964 2 32
L 0 186 0 0.247464332 3 32
L 0 187 0 0.247582899 37 32
L 0 188 0 0.247585461 0 32
L 0 189 0 0.247587993 1 32
L 0 190 0 0.247589217 2 32
L 0 191 0 0.247591152 3 32
L 0 192 0 0.247750681 38 32
L 0 193 0 0.247753789 0 32
L 0 194 0 0.247756742 1 32
L 0 195 0 0.247757915 2 32
L 0 196 0 0.247759479 3 32
L 0 197 0 0.247936799 39 32
L 0 198 0 0.247940915 0 32
L 0 199 0 0.247943261 1 32
L 0 200 0 0.247944393 2 32
L 0 201 0 0.247945834 3 32
L 0 202 0 0.248111321 40 32
L 0 203 0 0.248114573 0 32
L 0 204 0 0.248117104 1 32
L 0 205 0 0.248118472 2 32
L 0 206 0 0.248120952 3 32
L 0 207 0 0.248351922 41 32
L 0 208 0 0.248356481 0 32
L 0 209 0 0.248361276 1 32
L 0 210 0 0.248362706 2 32
L 0 211 0 0.248365237 3 32
L 0 212 0 0.248572161 42 32
L 0 213 0 0.248575536 0 32
L 0 214 0 0.248578592 1 32
L 0 215 0 0.248580289 2 32
L 0 216 0 0.248582399 3 32
L 0 217 0 0.248763207 43 32
L 0 218 0 0.248765553 0 32
L 0 219 0 0.248769000 1 32
L 0 220 0 0.248770328 2 32
L 0 221 0 0.248772015 3 32
L 0 222 0 0.376021824 44 32
L 0 223 0 0.376039398 0 32
L 0 224 0 0.376046807 1 32
L 0 225 0 0.376047928 2 32
L 0 226 0 0.376049678 3 32
L 0 227 0 0.376228109 45 32
L 0 228 0 0.376230466 0 32
L 0 229 0 0.376232925 1 32
L 0 230 0 0.376233861 2 32
L 0 231 0 0.376235621 3 32
L 0 232 0 0.378898474 46 32
L 0 233 0 0.378910369 0 32
L 0 234 0 0.378918374 1 32
L 0 235 0 0.378919578 2 32
L 0 236 0 0.378921790 3 32
L 0 237 0 0.379112425 47 32
L 0 238 0 0.379115060 0 32
L 0 239 0 0.379118651 1 32
L 0 240 0 0.379120101 2 32
L 0 241 0 0.379122015 3 32
L 0 242 0 0.381712810 48 32
L 0 243 0 0.381725939 0 32
L 0 244 0 0.381734840 1 32
L 0 245 0 0.381736075 2 32
L 0 246 0 0.381738153 3 32
L 0 247 0 0.385632761 49 32
L 0 248 0 0.385649595 0 32
L 0 249 0 0.385656798 1 32
L 0 250 0 0.385658115 2 32
L 0 251 0 0.385659494 3 32
L 0 252 0 0.388430413 50 32
L 0 253 0 0.388451342 0 32
L 0 254 0 0.388463258 1 32
L 0 255 0 0.388464739 2 32
L 0 256 0 0.388466139 3 32
L 0 257 0 0.390813813 51 32
L 0 258 0 0.390827756 0 32
L 0 259 0 0.390836224 1 32
L 0 260 0 0.390837572 2 32
L 0 261 0 0.390839733 3 32
L 0 262 0 0.391493183 52 32
L 0 263 0 0.391502979 0 32
L 0 264 0 0.391508844 1 32
L 0 265 0 0.391509790 2 32
L 0 266 0 0.391512147 3 32
L 0 267 0 0.391896674 53 32
L 0 268 0 0.391905945 0 32
L 0 269 0 0.391911008 1 32
L 0 270 0 0.391912109 2 32
L 0 271 0 0.391913590 3 32
L 0 272 0 0.392248356 54 32
L 0 273 0 0.392255086 0 32
L 0 274 0 0.392260498 1 32
L 0 275 0 0.392261465 2 32
L 0 276 0 0.392263389 3 32
L 0 277 0 0.392482475 55 32
L 0 278 0 0.392485336 0 32
L 0 279 0 0.392487774 1 32
L 0 280 0 0.392488700 2 32
L 0 281 0 0.392491345 3 32
L 0 282 0 0.392682206 56 32
L 0 283 0 0.392685159 0 32
L 0 284 0 0.392688102 1 32
L 0 285 0 0.392689131 2 32
L 0 286 0 0.392691014 3 32
L 0 287 0 0.392797841 57 32
L 0 288 0 0.392799806 0 32
L 0 289 0 0.392801483 1 32
L 0 290 0 0.392802492 2 32
L 0 291 0 0.392804158 3 32
L 0 292 0 0.392911767 58 32
L 0 293 0 0.392914411 0 32
L 0 294 0 0.392916809 1 32
L 0 295 0 0.392917704 2 32
L 0 296 0 0.392919453 3 32
L 0 297 0 0.393063487 59 32
L 0 298 0 0.393066584 0 32
L 0 299 0 0.393068776 1 32
L 0 300 0 0.393069753 2 32
L 0 301 0 0.393070792 3 32
L 0 302 0 0.393309202 60 32
L 0 303 0 0.393314182 0 32
L 0 304 0 0.393316858 1 32
L 0 305 0 0.393317876 2 32
L 0 306 0 0.393319759 3 32
L 0 307 0 0.393718933 61 32
L 0 308 0 0.393721917 0 32
L 0 309 0 0.393725241 1 32
L 0 310 0 0.393726434 2 32
L 0 311 0 0.393727762 3 32
L 0 312 0 0.393945747 62 32
L 0 313 0 0.393947887 0 32
L 0 314 0 0.393949677 1 32
L 0 315 0 0.393950737 2 32
L 0 316 0 0.393952054 3 32
L 0 317 0 0.503816579 63 32
L 0 318 0 0.503828773 0 32
L 0 319 0 0.503836613 1 32
L 0 320 0 0.503837961 2 32
L 0 321 0 0.503839021 3 32
L 0 322 0 0.504342521 64 32
L 0 323 0 0.504353017 0 32
L 0 324 0 0.504359005 1 32
L 0 325 0 0.504360096 2 32
L 0 326 0 0.504362143 3 32
L 0 327 0 0.504579850 65 32
L 0 328 0 0.504583215 0 32
L 0 329 0 0.504586415 1 32
L 0 330 0 0.504587424 2 32
L 0 331 0 0.504589554 3 32
L 0 332 0 0.504737621 66 32
L 0 333 0 0.504740430 0 32
L 0 334 0 0.504742868 1 32
L 0 335 0 0.504743753 2 32
L 0 336 0 0.504745173 3 32
L 0 337 0 0.504895648 67 32
L 0 338 0 0.504898354 0 32
L 0 339 0 0.504900659 1 32
L 0 340 0 0.504901668 2 32
L 0 341 0 0.504903623 3 32
L 0 342 0 0.505050342 68 32
L 0 343 0 0.505052801 0 32
L 0 344 0 0.505055456 1 32
L 0 345 0 0.505056587 2 32
L 0 346 0 0.505059335 3 32
L 0 347 0 0.505297971 69 32
L 0 348 0 0.505301078 0 32
L 0 349 0 0.505304402 1 32
L 0 350 0 0.505305760 2 32
L 0 351 0 0.505307077 3 32
L 0 352 0 0.505407185 70 32
L 0 353 0 0.505409603 0 32
L 0 354 0 0.505412051 1 32
L 0 355 0 0.505413152 2 32
L 0 356 0 0.505414367 3 32
L 0 357 0 0.505600382 71 32
L 0 358 0 0.505602944 0 32
L 0 359 0 0.505605506 1 32
L 0 360 0 0.505606525 2 32
L 0 361 0 0.505607564 3 32
L 0 362 0 0.505794135 72 32
L 0 363 0 0.505797180 0 32
L 0 364 0 0.505801430 1 32
L 0 365 0 0.505802459 2 32
L 0 366 0 0.505803663 3 32
L 0 367 0 0.505991808 73 32
L 0 368 0 0.505994792 0 32
L 0 369 0 0.505997735 1 32
L 0 370 0 0.505998712 2 32
L 0 371 0 0.506000688 3 32
L 0 372 0 0.506152428 74 32
L 0 373 0 0.506154568 0 32
L 0 374 0 0.506157655 1 32
L 0 375 0 0.506158695 2 32
L 0 376 0 0.506160567 3 32
L 0 377 0 0.506355606 75 32
L 0 378 0 0.506358127 0 32
L 0 379 0 0.506361008 1 32
L 0 380 0 0.506361811 2 32
L 0 381 0 0.506362840 3 32
L 0 382 0 0.506504322 76 32
L 0 383 0 0.506506791 0 32
L 0 384 0 0.506509096 1 32
L 0 385 0 0.506509950 2 32
L 0 386 0 0.506510794 3 32
L 0 387 0 0.506567603 77 32
L 0 388 0 0.506569733 0 32
L 0 389 0 0.506572171 1 32
L 0 390 0 0.506573169 2 32
L 0 391 0 0.506574239 3 32
L 0 392 0 0.506796988 78 32
L 0 393 0 0.506802514 0 32
L 0 394 0 0.506805344 1 32
L 0 395 0 0.506806198 2 32
L 0 396 0 0.506807299 3 32
L 0 397 0 0.507009170 79 32
L 0 398 0 0.507018379 0 32
L 0 399 0 0.507021641 1 32
L 0 400 0 0.507022845 2 32
L 0 401 0 0.507024748 3 32
L 0 402 0 0.507200916 80 32
L 0 403 0 0.507204590 0 32
L 0 404 0 0.507206812 1 32
L 0 405 0 0.507207841 2 32
L 0 406 0 0.507209971 3 32
L 0 407 0 0.507357730 81 32
L 0 408 0 0.507359962 0 32
L 0 409 0 0.507362555 1 32
L 0 410 0 0.507363420 2 32
L 0 411 0 0.507365303 3 32
L 0 412 0 0.507420156 82 32
L 0 413 0 0.507421185 0 32
L 0 414 0 0.507422780 1 32
L 0 415 0 0.507423758 2 32
L 0 416 0 0.507424910 3 32
L 0 417 0 0.603669085 83 32
L 0 418 0 0.603681638 0 32
L 0 419 0 0.603689695 1 32
L 0 420 0 0.603690755 2 32
L 0 421 0 0.603692329 3 32
L 0 422 0 0.603827082 84 32
L 0 423 0 0.603830148 0 32
L 0 424 0 0.603833081 1 32
L 0 425 0 0.603834027 2 32
L 0 426 0 0.603835766 3 32
L 0 427 0 0.603983514 85 32
L 0 428 0 0.603985953 0 32
L 0 429 0 0.603988011 1 32
L 0 430 0 0.603988927 2 32
L 0 431 0 0.603989883 3 32
L 0 432 0 0.604139751 86 32
L 0 433 0 0.604142025 0 32
L 0 434 0 0.604144196 1 32
L 0 435 0 0.604145153 2 32
L 0 436 0 0.604146542 3 32
L 0 437 0 0.606323170 87 32
L 0 438 0 0.606336619 0 32
L 0 439 0 0.606344182 1 32
L 0 440 0 0.606345211 2 32
L 0 441 0 0.606347937 3 32
L 0 442 0 0.615044757 88 32
L 0 443 0 0.615062146 0 32
L 0 444 0 0.615079628 1 32
L 0 445 0 0.615080853 2 32
L 0 446 0 0.615083199 3 32
L 0 447 0 0.617332225 89 32
L 0 448 0 0.617345416 0 32
L 0 449 0 0.617351940 1 32
L 0 450 0 0.617353556 2 32
L 0 451 0 0.617356745 3 32
L 0 452 0 0.617881102 90 32
L 0 453 0 0.617889385 0 32
L 0 454 0 0.617894375 1 32
L 0 455 0 0.617895569 2 32
L 0 456 0 0.617897812 3 32
L 0 457 0 0.618314838 91 32
L 0 458 0 0.618489730 0 32
L 0 459 0 0.618496089 1 32
L 0 460 0 0.618498600 2 32
L 0 461 0 0.618500185 3 32
L 0 462 0 0.619125484 92 32
L 0 463 0 0.619137914 0 32
L 0 464 0 0.619142997 1 32
L 0 465 0 0.619144437 2 32
L 0 466 0 0.619146361 3 32
L 0 467 0 0.619378144 93 32
L 0 468 0 0.619381797 0 32
L 0 469 0 0.619385491 1 32
L 0 470 0 0.619386530 2 32
L 0 471 0 0.619388259 3 32
L 0 472 0 0.620954138 94 32
L 0 473 0 0.620963193 0 32
L 0 474 0 0.620968112 1 32
L 0 475 0 0.620969326 2 32
L 0 476 0 0.620970550 3 32
L 0 477 0 0.624504198 95 32
L 0 478 0 0.624516916 0 32
L 0 479 0 0.624524891 1 32
L 0 480 0 0.624526023 2 32
L 0 481 0 0.624528873 3 32
L 0 482 0 0.625057768 96 32
L 0 483 0 0.625063921 0 32
L 0 484 0 0.625069549 1 32
L 0 485 0 0.625070589 2 32
L 0 486 0 0.625073511 3 32
L 0 487 0 0.625330864 97 32
L 0 488 0 0.625334126 0 32
L 0 489 0 0.625338776 1 32
L 0 490 0 0.625339795 2 32
L 0 491 0 0.625341915 3 32
L 0 492 0 0.625493377 98 32
L 0 493 0 0.625495960 0 32
L 0 494 0 0.625498388 1 32
L 0 495 0 0.625499479 2 32
L 0 496 0 0.625500601 3 32
L 0 497 0 0.627325248 99 32
L 0 498 0 0.627339592 0 32
L 0 499 0 0.627347587 1 32
L 0 500 0 0.627349007 2 32
L 0 501 0 0.627351250 3 32
L 0 502 0 0.632528707 100 32
L 0 503 0 0.632543473 0 32
L 0 504 0 0.632552939 1 32
L 0 505 0 0.632554102 2 32
L 0 506 0 0.632555532 3 32
L 0 507 0 0.635497580 101 32
L 0 508 0 0.635512377 0 32
L 0 509 0 0.635519600 1 32
L 0 510 0 0.635520794 2 32
L 0 511 0 0.635522646 3 32
L 0 512 0 0.637730914 102 32
L 0 513 0 0.637970884 0 32
L 0 514 0 0.637980536 1 32
L 0 515 0 0.637981915 2 32
L 0 516 0 0.637983829 3 32
L 0 517 0 0.714555164 103 32
L 0 518 0 0.714571288 0 32
L 0 519 0 0.714581578 1 32
L 0 520 0 0.714583275 2 32
L 0 521 0 0.714585241 3 32
L 0 522 0 0.715569275 104 32
L 0 523 0 0.715585512 0 32
L 0 524 0 0.715593136 1 32
L 0 525 0 0.715594320 2 32
L 0 526 0 0.715596727 3 32
L 0 527 0 0.715814712 105 32
L 0 528 0 0.715819878 0 32
L 0 529 0 0.715824261 1 32
L 0 530 0 0.715825331 2 32
L 0 531 0 0.715826885 3 32
L 0 532 0 0.716224598 106 32
L 0 533 0 0.716231965 0 32
L 0 534 0 0.716240752 1 32
L 0 535 0 0.716242738 2 32
L 0 536 0 0.716244518 3 32
L 0 537 0 0.716477999 107 32
L 0 538 0 0.716481570 0 32
L 0 539 0 0.716484235 1 32
L 0 540 0 0.716485346 2 32
L 0 541 0 0.716486756 3 32
L 0 542 0 0.716707190 108 32
L 0 543 0 0.716711336 0 32
L 0 544 0 0.716714989 1 32
L 0 545 0 0.716715823 2 32
L 0 546 0 0.716717520 3 32
L 0 547 0 0.717296280 109 32
L 0 548 0 0.717306127 0 32
L 0 549 0 0.717312177 1 32
L 0 550 0 0.717313504 2 32
L 0 551 0 0.717315480 3 32
L 0 552 0 0.717801205 110 32
L 0 553 0 0.717810928 0 32
L 0 554 0 0.717817020 1 32
L 0 555 0 0.717818152 2 32
L 0 556 0 0.717820004 3 32
L 0 557 0 0.718039439 111 32
L 0 558 0 0.718043174 0 32
L 0 559 0 0.718046971 1 32
L 0 560 0 0.718048196 2 32
L 0 561 0 0.718049749 3 32
L 0 562 0 0.718239798 112 32
L 0 563 0 0.718242051 0 32
L 0 564 0 0.718244367 1 32
L 0 565 0 0.718245529 2 32
L 0 566 0 0.718247443 3 32
L 0 567 0 0.718454562 113 32
L 0 568 0 0.718456785 0 32
L 0 569 0 0.718459604 1 32
L 0 570 0 0.718460829 2 32
L 0 571 0 0.718462043 3 32
L 0 572 0 0.718688280 114 32
L 0 573 0 0.718690657 0 32
L 0 574 0 0.718693651 1 32
L 0 575 0 0.718694834 2 32
L 0 576 0 0.718696285 3 32
L 0 577 0 0.718940848 115 32
L 0 578 0 0.718944532 0 32
L 0 579 0 0.718947011 1 32
L 0 580 0 0.718948040 2 32
L 0 581 0 0.718950726 3 32
L 0 582 0 0.723832979 116 32
L 0 583 0 0.723843937 0 32
L 0 584 0 0.723850852 1 32
L 0 585 0 0.723852066 2 32
L 0 586 0 0.723853466 3 32
L 0 587 0 0.728919660 117 32
L 0 588 0 0.728933983 0 32
L 0 589 0 0.728942534 1 32
L 0 590 0 0.728943768 2 32
L 0 591 0 0.728945178 3 32
L 0 592 0 0.743493370 118 32
L 0 593 0 0.743558333 0 32
L 0 594 0 0.743572028 1 32
L 0 595 0 0.743573829 2 32
L 0 596 0 0.743576124 3 32
L 0 597 0 0.753766312 119 32
L 0 598 0 0.753780789 0 32
L 0 599 0 0.753792478 1 32
L 0 600 0 0.753795719 2 32
L 0 601 0 0.753798251 3 32
L 0 602 0 0.754104509 120 32
L 0 603 0 0.754109479 0 32
L 0 604 0 0.754113193 1 32
L 0 605 0 0.754114685 2 32
L 0 606 0 0.754116352 3 32
L 0 607 0 0.756023372 121 32
L 0 608 0 0.756227209 0 32
L 0 609 0 0.756235255 1 32
L 0 610 0 0.756236624 2 32
L 0 611 0 0.756237910 3 32
L 0 612 0 0.758735079 122 32
L 0 613 0 0.758751676 0 32
L 0 614 0 0.758759671 1 32
L 0 615 0 0.758760711 2 32
L 0 616 0 0.758762696 3 32
L 0 617 0 0.950146107 123 32
L 0 618 0 0.950160028 0 32
L 0 619 0 0.950167303 1 32
L 0 620 0 0.950168600 2 32
L 0 621 0 0.950170400 3 32
L 0 622 0 0.950587972 124 32
L 0 623 0 0.950593426 0 32
L 0 624 0 0.950597675 1 32
L 0 625 0 0.950598766 2 32
L 0 626 0 0.950600577 3 32
L 0 627 0 0.950965004 125 32
L 0 628 0 0.950971867 0 32
L 0 629 0 0.950977166 1 32
L 0 630 0 0.950978442 2 32
L 0 631 0 0.950980531 3 32
L 0 632 0 0.951088911 126 32
L 0 633 0 0.951091422 0 32
L 0 634 0 0.951094128 1 32
L 0 635 0 0.951095353 2 32
L 0 636 0 0.951097400 3 32
L 0 637 0 0.951297409 127 32
L 0 638 0 0.951301371 0 32
L 0 639 0 0.951303624 1 32
L 0 640 0 0.951304612 2 32
L 0 641 0 0.951306659 3 32
L 0 642 0 0.951470531 128 32
L 0 643 0 0.951473495 0 32
L 0 644 0 0.951475841 1 32
L 0 645 0 0.951476901 2 32
L 0 646 0 0.951478701 3 32
L 0 647 0 0.951668297 129 32
L 0 648 0 0.951672269 0 32
L 0 649 0 0.951676467 1 32
L 0 650 0 0.951677537 2 32
L 0 651 0 0.951679359 3 32
L 0 652 0 0.951787914 130 32
L 0 653 0 0.951790507 0 32
L 0 654 0 0.951793367 1 32
L 0 655 0 0.951795013 2 32
L 0 656 0 0.951797133 3 32
L 0 657 0 0.951945313 131 32
L 0 658 0 0.951947742 0 32
L 0 659 0 0.951950890 1 32
L 0 660 0 0.951951971 2 32
L 0 661 0 0.951953339 3 32
L 0 662 0 0.952054033 132 32
L 0 663 0 0.952056606 0 32
L 0 664 0 0.952059199 1 32
L 0 665 0 0.952060402 2 32
L 0 666 0 0.952062687 3 32
L 0 667 0 0.952263272 133 32
L 0 668 0 0.952265608 0 32
L 0 669 0 0.952268005 1 32
L 0 670 0 0.952268972 2 32
L 0 671 0 0.952270217 3 32
L 0 672 0 0.952462808 134 32
L 0 673 0 0.952465699 0 32
L 0 674 0 0.952468199 1 32
L 0 675 0 0.952469331 2 32
L 0 676 0 0.952470504 3 32
L 0 677 0 0.952621679 135 32
L 0 678 0 0.952624282 0 32
L 0 679 0 0.952626577 1 32
L 0 680 0 0.952627564 2 32
L 0 681 0 0.952628830 3 32
L 0 682 0 0.952779490 136 32
L 0 683 0 0.952781960 0 32
L 0 684 0 0.952784223 1 32
L 0 685 0 0.952785324 2 32
L 0 686 0 0.952786857 3 32
L 0 687 0 0.952850869 137 32
L 0 688 0 0.952852937 0 32
L 0 689 0 0.952855160 1 32
L 0 690 0 0.952856137 2 32
L 0 691 0 0.952857619 3 32
L 0 692 0 0.952958683 138 32
L 0 693 0 0.952961523 0 32
L 0 694 0 0.952964548 1 32
L 0 695 0 0.952965505 2 32
L 0 696 0 0.952966668 3 32
L 0 697 0 0.953073299 139 32
L 0 698 0 0.953076499 0 32
L 0 699 0 0.953078701 1 32
L 0 700 0 0.953079905 2 32
L 0 701 0 0.953081345 3 32
L 0 702 0 0.962853863 140 32
L 0 703 0 0.962866220 0 32
L 0 704 0 0.962874874 1 32
L 0 705 0 0.962876448 2 32
L 0 706 0 0.962877693 3 32
L 0 707 0 0.973679221 141 32
L 0 708 0 0.973692803 0 32
L 0 709 0 0.973701704 1 32
L 0 710 0 0.973703515 2 32
L 0 711 0 0.973705068 3 32
L 0 712 0 1.099696285 142 32
L 0 713 0 1.099716885 0 32
L 0 714 0 1.099728409 1 32
L 0 715 0 1.099731033 2 32
L 0 716 0 1.099735684 3 32
L 0 717 0 1.100367250 143 32
L 0 718 0 1.100379227 0 32
L 0 719 0 1.100387098 1 32
L 0 720 0 1.100388611 2 32
L 0 721 0 1.100390391 3 32
L 0 722 0 1.101718846 144 32
L 0 723 0 1.101730998 0 32
L 0 724 0 1.101739302 1 32
L 0 725 0 1.101740485 2 32
L 0 726 0 1.101742307 3 32
L 0 727 0 1.102906277 145 32
L 0 728 0 1.102920281 0 32
L 0 729 0 1.102931589 1 32
L 0 730 0 1.102932556 2 32
L 0 731 0 1.102934830 3 32
L 0 732 0 1.103412870 146 32
L 0 733 0 1.103425773 0 32
L 0 734 0 1.103432749 1 32
L 0 735 0 1.103434210 2 32
L 0 736 0 1.103436412 3 32
L 0 737 0 1.106125362 147 32
L 0 738 0 1.106136794 0 32
L 0 739 0 1.106144140 1 32
L 0 740 0 1.106146167 2 32
L 0 741 0 1.106147505 3 32
L 0 742 0 1.110035806 148 32
L 0 743 0 1.110054626 0 32
L 0 744 0 1.110071758 1 32
L 0 745 0 1.110079825 2 32
L 0 746 0 1.110085474 3 32
L 0 747 0 1.110531003 149 32
L 0 748 0 1.110537403 0 32
L 0 749 0 1.110543443 1 32
L 0 750 0 1.110545059 2 32
L 0 751 0 1.110546458 3 32
L 0 752 0 1.112932746 150 32
L 0 753 0 1.112950393 0 32
L 0 754 0 1.112957431 1 32
L 0 755 0 1.112959180 2 32
L 0 756 0 1.112961228 3 32
L 0 757 0 1.117508983 151 32
L 0 758 0 1.117521619 0 32
L 0 759 0 1.117527937 1 32
L 0 760 0 1.117529439 2 32
L 0 761 0 1.117531847 3 32
L 0 762 0 1.118840717 152 32
L 0 763 0 1.118855081 0 32
L 0 764 0 1.118862500 1 32
L 0 765 0 1.118864167 2 32
L 0 766 0 1.118865813 3 32
L 0 767 0 1.120768682 153 32
L 0 768 0 1.120787542 0 32
L 0 769 0 1.120797636 1 32
L 0 770 0 1.120798707 2 32
L 0 771 0 1.120801618 3 32
L 0 772 0 1.121601716 154 32
L 0 773 0 1.121621503 0 32
L 0 774 0 1.121628808 1 32
L 0 775 0 1.121630105 2 32
